drug_name,pri_score,degree_component,weighted_component,betweenness_component,severity_component
bortezomib,0.252141,0.014201,0.026941,0.000183,0.210816
propiverine,0.252126,0.015013,0.028219,1.4e-05,0.20888
desloratadine,0.252106,0.006028,0.012662,2e-06,0.233413
mifamurtide,0.252072,0.000638,0.001434,0.0,0.25
spermine,0.252072,0.000638,0.001434,0.0,0.25
enalkiren,0.252072,0.000638,0.001434,0.0,0.25
spermidine,0.252072,0.000638,0.001434,0.0,0.25
verinurad,0.252072,0.000638,0.001434,0.0,0.25
vtp-27999,0.252072,0.000638,0.001434,0.0,0.25
isobromindione,0.252072,0.000638,0.001434,0.0,0.25
cinchophen,0.252072,0.000638,0.001434,0.0,0.25
tisopurine,0.252072,0.000638,0.001434,0.0,0.25
ropeginterferon alfa-2b,0.252015,0.009564,0.019208,6.1e-05,0.223182
maprotiline,0.251983,0.013738,0.026211,1e-05,0.212025
dyclonine,0.251975,0.001507,0.003351,1e-06,0.247115
tetrodotoxin,0.251975,0.001507,0.003351,1e-06,0.247115
ethyl chloride,0.251975,0.001507,0.003351,1e-06,0.247115
sulthiame,0.251961,0.001971,0.004355,4.6e-05,0.245588
g17dt immunogen,0.251884,0.00058,0.001304,0.0,0.25
pev3a,0.251884,0.00058,0.001304,0.0,0.25
ingn 225,0.251884,0.00058,0.001304,0.0,0.25
srp 299,0.251884,0.00058,0.001304,0.0,0.25
gi-5005,0.251884,0.00058,0.001304,0.0,0.25
vitespen,0.251884,0.00058,0.001304,0.0,0.25
mesmulogene ancovacivec,0.251884,0.00058,0.001304,0.0,0.25
sipuleucel-t,0.251884,0.00058,0.001304,0.0,0.25
"meningococcal (groups a, c, y and w-135) oligosaccharide diphtheria crm197 conjugate vaccine",0.251884,0.00058,0.001304,0.0,0.25
"rabies virus inactivated antigen, b",0.251884,0.00058,0.001304,0.0,0.25
rotavirus vaccine,0.251884,0.00058,0.001304,0.0,0.25
"rabies virus inactivated antigen, a",0.251884,0.00058,0.001304,0.0,0.25
measles virus vaccine live attenuated,0.251884,0.00058,0.001304,0.0,0.25
mumps virus strain b level jeryl lynn live antigen,0.251884,0.00058,0.001304,0.0,0.25
rubella virus vaccine,0.251884,0.00058,0.001304,0.0,0.25
bacillus calmette-guerin substrain tice live antigen,0.251884,0.00058,0.001304,0.0,0.25
clostridium tetani toxoid antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
typhoid vi polysaccharide vaccine,0.251884,0.00058,0.001304,0.0,0.25
bacillus calmette-guerin substrain connaught live antigen,0.251884,0.00058,0.001304,0.0,0.25
yellow fever vaccine,0.251884,0.00058,0.001304,0.0,0.25
hepatitis a vaccine,0.251884,0.00058,0.001304,0.0,0.25
haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,0.251884,0.00058,0.001304,0.0,0.25
"bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",0.251884,0.00058,0.001304,0.0,0.25
anthrax vaccine,0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza b virus b/brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
typhoid vaccine live,0.251884,0.00058,0.001304,0.0,0.25
"rabies immune globulin, human",0.251884,0.00058,0.001304,0.0,0.25
hepatitis b vaccine (recombinant),0.251884,0.00058,0.001304,0.0,0.25
bacillus calmette-guerin substrain danish 1331 live antigen,0.251884,0.00058,0.001304,0.0,0.25
tecemotide,0.251884,0.00058,0.001304,0.0,0.25
bcg vaccine,0.251884,0.00058,0.001304,0.0,0.25
varicella zoster vaccine (recombinant),0.251884,0.00058,0.001304,0.0,0.25
typhoid vaccine,0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
human adenovirus e serotype 4 strain cl-68578 antigen,0.251884,0.00058,0.001304,0.0,0.25
vibrio cholerae cvd 103-hgr strain live antigen,0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated),0.251884,0.00058,0.001304,0.0,0.25
adenovirus type 7 vaccine live,0.251884,0.00058,0.001304,0.0,0.25
"smallpox (vaccinia) vaccine, live",0.251884,0.00058,0.001304,0.0,0.25
"dengue tetravalent vaccine, live",0.251884,0.00058,0.001304,0.0,0.25
pertussis vaccine,0.251884,0.00058,0.001304,0.0,0.25
yersinia pestis 195/p antigen (formaldehyde inactivated),0.251884,0.00058,0.001304,0.0,0.25
modified vaccinia ankara,0.251884,0.00058,0.001304,0.0,0.25
elasomeran,0.251884,0.00058,0.001304,0.0,0.25
astrazeneca covid-19 vaccine,0.251884,0.00058,0.001304,0.0,0.25
nuvaxovid,0.251884,0.00058,0.001304,0.0,0.25
janssen covid-19 vaccine,0.251884,0.00058,0.001304,0.0,0.25
"tick-borne encephalitis vaccine (whole virus, inactivated)",0.251884,0.00058,0.001304,0.0,0.25
bacillus calmette-guerin substrain russian bcg-i live antigen,0.251884,0.00058,0.001304,0.0,0.25
allogeneic processed thymus tissue,0.251884,0.00058,0.001304,0.0,0.25
famtozinameran,0.251884,0.00058,0.001304,0.0,0.25
"respiratory syncytial virus vaccine, adjuvanted",0.251884,0.00058,0.001304,0.0,0.25
raxtozinameran,0.251884,0.00058,0.001304,0.0,0.25
"chikungunya vaccine (live, attenuated)",0.251884,0.00058,0.001304,0.0,0.25
mrna-1345,0.251884,0.00058,0.001304,0.0,0.25
mrna-1283,0.251884,0.00058,0.001304,0.0,0.25
uracil,0.251884,0.00058,0.001304,0.0,0.25
cholesterol,0.251884,0.00058,0.001304,0.0,0.25
calcifediol,0.251794,0.002319,0.005099,1e-06,0.244375
ergocalciferol,0.251794,0.002319,0.005099,1e-06,0.244375
dihydrotachysterol,0.251794,0.002319,0.005099,1e-06,0.244375
alfacalcidol,0.251794,0.002319,0.005099,1e-06,0.244375
inecalcitol,0.251794,0.002319,0.005099,1e-06,0.244375
becocalcidiol,0.251794,0.002319,0.005099,1e-06,0.244375
eldecalcitol,0.251794,0.002319,0.005099,1e-06,0.244375
"1alpha,24s-dihydroxyvitamin d2",0.251794,0.002319,0.005099,1e-06,0.244375
elocalcitol,0.251794,0.002319,0.005099,1e-06,0.244375
doxercalciferol,0.251794,0.002319,0.005099,1e-06,0.244375
1alpha-hydroxyvitamin d5,0.251794,0.002319,0.005099,1e-06,0.244375
previtamin d(3),0.251794,0.002319,0.005099,1e-06,0.244375
methallenestril,0.251765,0.004,0.008606,2.9e-05,0.23913
deferiprone,0.251733,0.006898,0.014305,6.8e-05,0.230462
pomalidomide,0.251733,0.013738,0.026171,0.000115,0.211709
zidovudine,0.251726,0.009912,0.019795,9e-05,0.22193
alfuzosin,0.251716,0.013332,0.025532,2.6e-05,0.212826
micronomicin,0.251695,0.000522,0.001174,0.0,0.25
bekanamycin,0.251695,0.000522,0.001174,0.0,0.25
artefenomel,0.251695,0.000522,0.001174,0.0,0.25
chlorproguanil,0.251695,0.000522,0.001174,0.0,0.25
pyronaridine,0.251695,0.000522,0.001174,0.0,0.25
artemotil,0.251695,0.000522,0.001174,0.0,0.25
cycloguanil,0.251695,0.000522,0.001174,0.0,0.25
alefacept,0.251695,0.000522,0.001174,0.0,0.25
stepronin,0.251695,0.000522,0.001174,0.0,0.25
castanospermine,0.251695,0.000522,0.001174,0.0,0.25
2-methoxyethanol,0.251695,0.000522,0.001174,0.0,0.25
lexacalcitol,0.251695,0.000522,0.001174,0.0,0.25
glatiramer,0.251695,0.000522,0.001174,0.0,0.25
abetimus,0.251695,0.000522,0.001174,0.0,0.25
belatacept,0.251695,0.000522,0.001174,0.0,0.25
dimethyl fumarate,0.251695,0.000522,0.001174,0.0,0.25
peficitinib,0.251695,0.000522,0.001174,0.0,0.25
9-(n-methyl-l-isoleucine)-cyclosporin a,0.251695,0.000522,0.001174,0.0,0.25
begelomab,0.251695,0.000522,0.001174,0.0,0.25
monomethyl fumarate,0.251695,0.000522,0.001174,0.0,0.25
diroximel fumarate,0.251695,0.000522,0.001174,0.0,0.25
mirikizumab,0.251695,0.000522,0.001174,0.0,0.25
avacincaptad pegol,0.251695,0.000522,0.001174,0.0,0.25
efgartigimod alfa,0.251695,0.000522,0.001174,0.0,0.25
zilucoplan,0.251695,0.000522,0.001174,0.0,0.25
fasitibant,0.251695,0.000522,0.001174,0.0,0.25
deucravacitinib,0.251695,0.000522,0.001174,0.0,0.25
pegcetacoplan,0.251695,0.000522,0.001174,0.0,0.25
bromfenac,0.251695,0.000522,0.001174,0.0,0.25
nepafenac,0.251695,0.000522,0.001174,0.0,0.25
19-norandrostenedione,0.251695,0.000522,0.001174,0.0,0.25
bolasterone,0.251695,0.000522,0.001174,0.0,0.25
clostebol,0.251695,0.000522,0.001174,0.0,0.25
androstenediol,0.251695,0.000522,0.001174,0.0,0.25
bolandiol,0.251695,0.000522,0.001174,0.0,0.25
16-bromoepiandrosterone,0.251695,0.000522,0.001174,0.0,0.25
fluasterone,0.251695,0.000522,0.001174,0.0,0.25
epitestosterone,0.251695,0.000522,0.001174,0.0,0.25
phenylacetic acid,0.251695,0.000522,0.001174,0.0,0.25
atamestane,0.251695,0.000522,0.001174,0.0,0.25
metenolone,0.251695,0.000522,0.001174,0.0,0.25
testosterone decanoate,0.251695,0.000522,0.001174,0.0,0.25
testosterone isocaproate,0.251695,0.000522,0.001174,0.0,0.25
testosterone phenylpropionate,0.251695,0.000522,0.001174,0.0,0.25
prasterone enantate,0.251695,0.000522,0.001174,0.0,0.25
trilostane,0.251685,0.004521,0.009663,1e-06,0.2375
dasiglucagon,0.25167,0.01252,0.024215,4e-06,0.214931
haloperidol,0.251523,0.015129,0.028323,2.6e-05,0.208046
denileukin diftitox,0.251507,0.000464,0.001043,0.0,0.25
masoprocol,0.251507,0.000464,0.001043,0.0,0.25
pipobroman,0.251507,0.000464,0.001043,0.0,0.25
valrubicin,0.251507,0.000464,0.001043,0.0,0.25
alitretinoin,0.251507,0.000464,0.001043,0.0,0.25
sulfacetamide,0.251507,0.000464,0.001043,0.0,0.25
uracil mustard,0.251507,0.000464,0.001043,0.0,0.25
natamycin,0.251507,0.000464,0.001043,0.0,0.25
aminolevulinic acid,0.251507,0.000464,0.001043,0.0,0.25
7-hydroxystaurosporine,0.251507,0.000464,0.001043,0.0,0.25
hadacidin,0.251507,0.000464,0.001043,0.0,0.25
5'-s-methyl-5'-thioadenosine,0.251507,0.000464,0.001043,0.0,0.25
2-methoxyestradiol,0.251507,0.000464,0.001043,0.0,0.25
geldanamycin,0.251507,0.000464,0.001043,0.0,0.25
fumagillin,0.251507,0.000464,0.001043,0.0,0.25
tubercidin,0.251507,0.000464,0.001043,0.0,0.25
sparfosic acid,0.251507,0.000464,0.001043,0.0,0.25
2-(4-chlorophenyl)-5-quinoxalinecarboxamide,0.251507,0.000464,0.001043,0.0,0.25
piritrexim,0.251507,0.000464,0.001043,0.0,0.25
rhodamine 6g,0.251507,0.000464,0.001043,0.0,0.25
batimastat,0.251507,0.000464,0.001043,0.0,0.25
"3,4-dihydroxybenzoic acid",0.251507,0.000464,0.001043,0.0,0.25
fotemustine,0.251507,0.000464,0.001043,0.0,0.25
sparsomycin,0.251507,0.000464,0.001043,0.0,0.25
tretazicar,0.251507,0.000464,0.001043,0.0,0.25
trichostatin a,0.251507,0.000464,0.001043,0.0,0.25
monastrol,0.251507,0.000464,0.001043,0.0,0.25
nebularine,0.251507,0.000464,0.001043,0.0,0.25
afimoxifene,0.251507,0.000464,0.001043,0.0,0.25
metoprine,0.251507,0.000464,0.001043,0.0,0.25
suramin,0.251507,0.000464,0.001043,0.0,0.25
cediranib,0.251507,0.000464,0.001043,0.0,0.25
tirapazamine,0.251507,0.000464,0.001043,0.0,0.25
halofuginone,0.251507,0.000464,0.001043,0.0,0.25
thymalfasin,0.251507,0.000464,0.001043,0.0,0.25
sitimagene ceradenovec,0.251507,0.000464,0.001043,0.0,0.25
ranpirnase,0.251507,0.000464,0.001043,0.0,0.25
tipifarnib,0.251507,0.000464,0.001043,0.0,0.25
troxacitabine,0.251507,0.000464,0.001043,0.0,0.25
satraplatin,0.251507,0.000464,0.001043,0.0,0.25
amonafide,0.251507,0.000464,0.001043,0.0,0.25
fenretinide,0.251507,0.000464,0.001043,0.0,0.25
tetrathiomolybdate,0.251507,0.000464,0.001043,0.0,0.25
elsamitrucin,0.251507,0.000464,0.001043,0.0,0.25
vintafolide,0.251507,0.000464,0.001043,0.0,0.25
silver sulfadiazine,0.251507,0.000464,0.001043,0.0,0.25
ecabet,0.251507,0.000464,0.001043,0.0,0.25
canertinib,0.251507,0.000464,0.001043,0.0,0.25
talactoferrin alfa,0.251507,0.000464,0.001043,0.0,0.25
motexafin gadolinium,0.251507,0.000464,0.001043,0.0,0.25
pelitinib,0.251507,0.000464,0.001043,0.0,0.25
alanosine,0.251507,0.000464,0.001043,0.0,0.25
palifosfamide,0.251507,0.000464,0.001043,0.0,0.25
trabedersen,0.251507,0.000464,0.001043,0.0,0.25
oglufanide,0.251507,0.000464,0.001043,0.0,0.25
irofulven,0.251507,0.000464,0.001043,0.0,0.25
transcrocetinate,0.251507,0.000464,0.001043,0.0,0.25
av-412,0.251507,0.000464,0.001043,0.0,0.25
filanesib,0.251507,0.000464,0.001043,0.0,0.25
rubitecan,0.251507,0.000464,0.001043,0.0,0.25
plevitrexed,0.251507,0.000464,0.001043,0.0,0.25
emd-1201081,0.251507,0.000464,0.001043,0.0,0.25
pixantrone,0.251507,0.000464,0.001043,0.0,0.25
seliciclib,0.251507,0.000464,0.001043,0.0,0.25
eflornithine,0.251507,0.000464,0.001043,0.0,0.25
exisulind,0.251507,0.000464,0.001043,0.0,0.25
amrubicin,0.251507,0.000464,0.001043,0.0,0.25
lonidamine,0.251507,0.000464,0.001043,0.0,0.25
sapacitabine,0.251507,0.000464,0.001043,0.0,0.25
annamycin,0.251507,0.000464,0.001043,0.0,0.25
endostatin,0.251507,0.000464,0.001043,0.0,0.25
tezacitabine,0.251507,0.000464,0.001043,0.0,0.25
semaxanib,0.251507,0.000464,0.001043,0.0,0.25
porfiromycin,0.251507,0.000464,0.001043,0.0,0.25
mln576,0.251507,0.000464,0.001043,0.0,0.25
ginsenoside c,0.251507,0.000464,0.001043,0.0,0.25
plicamycin,0.251507,0.000464,0.001043,0.0,0.25
mirdametinib,0.251507,0.000464,0.001043,0.0,0.25
veliparib,0.251507,0.000464,0.001043,0.0,0.25
nocodazole,0.251507,0.000464,0.001043,0.0,0.25
efaproxiral,0.251507,0.000464,0.001043,0.0,0.25
tnp-470,0.251507,0.000464,0.001043,0.0,0.25
radium ra 223 dichloride,0.251507,0.000464,0.001043,0.0,0.25
carmofur,0.251507,0.000464,0.001043,0.0,0.25
finafloxacin,0.251507,0.000464,0.001043,0.0,0.25
technetium tc-99m tilmanocept,0.251507,0.000464,0.001043,0.0,0.25
roquinimex,0.251507,0.000464,0.001043,0.0,0.25
marbofloxacin,0.251507,0.000464,0.001043,0.0,0.25
masitinib,0.251507,0.000464,0.001043,0.0,0.25
aclarubicin,0.251507,0.000464,0.001043,0.0,0.25
zorubicin,0.251507,0.000464,0.001043,0.0,0.25
temoporfin,0.251507,0.000464,0.001043,0.0,0.25
dactolisib,0.251507,0.000464,0.001043,0.0,0.25
rabusertib,0.251507,0.000464,0.001043,0.0,0.25
ortataxel,0.251507,0.000464,0.001043,0.0,0.25
2-chloroethyl-3-sarcosinamide-1-nitrosourea,0.251507,0.000464,0.001043,0.0,0.25
ilorasertib,0.251507,0.000464,0.001043,0.0,0.25
misonidazole,0.251507,0.000464,0.001043,0.0,0.25
epacadostat,0.251507,0.000464,0.001043,0.0,0.25
endostar,0.251507,0.000464,0.001043,0.0,0.25
niraparib,0.251507,0.000464,0.001043,0.0,0.25
gsk-2636771,0.251507,0.000464,0.001043,0.0,0.25
talaporfin,0.251507,0.000464,0.001043,0.0,0.25
crenolanib,0.251507,0.000464,0.001043,0.0,0.25
acridine carboxamide,0.251507,0.000464,0.001043,0.0,0.25
efatutazone,0.251507,0.000464,0.001043,0.0,0.25
rociletinib,0.251507,0.000464,0.001043,0.0,0.25
guadecitabine,0.251507,0.000464,0.001043,0.0,0.25
tesevatinib,0.251507,0.000464,0.001043,0.0,0.25
vosaroxin,0.251507,0.000464,0.001043,0.0,0.25
broxuridine,0.251507,0.000464,0.001043,0.0,0.25
naquotinib,0.251507,0.000464,0.001043,0.0,0.25
trebananib,0.251507,0.000464,0.001043,0.0,0.25
volasertib,0.251507,0.000464,0.001043,0.0,0.25
anecortave,0.251507,0.000464,0.001043,0.0,0.25
vesnarinone,0.251507,0.000464,0.001043,0.0,0.25
mafosfamide,0.251507,0.000464,0.001043,0.0,0.25
lcl-161,0.251507,0.000464,0.001043,0.0,0.25
taselisib,0.251507,0.000464,0.001043,0.0,0.25
namitecan,0.251507,0.000464,0.001043,0.0,0.25
rigosertib,0.251507,0.000464,0.001043,0.0,0.25
binetrakin,0.251507,0.000464,0.001043,0.0,0.25
exatecan,0.251507,0.000464,0.001043,0.0,0.25
lurtotecan,0.251507,0.000464,0.001043,0.0,0.25
alpha-galactosylceramide,0.251507,0.000464,0.001043,0.0,0.25
platinum,0.251507,0.000464,0.001043,0.0,0.25
obp-801,0.251507,0.000464,0.001043,0.0,0.25
navitoclax,0.251507,0.000464,0.001043,0.0,0.25
bizelesin,0.251507,0.000464,0.001043,0.0,0.25
indirubin,0.251507,0.000464,0.001043,0.0,0.25
merestinib,0.251507,0.000464,0.001043,0.0,0.25
r-306465,0.251507,0.000464,0.001043,0.0,0.25
10-hydroxycamptothecin,0.251507,0.000464,0.001043,0.0,0.25
sulforaphane,0.251507,0.000464,0.001043,0.0,0.25
belotecan,0.251507,0.000464,0.001043,0.0,0.25
taurolidine,0.251507,0.000464,0.001043,0.0,0.25
molgramostim,0.251507,0.000464,0.001043,0.0,0.25
oltipraz,0.251507,0.000464,0.001043,0.0,0.25
pyrazoloacridine,0.251507,0.000464,0.001043,0.0,0.25
fosbretabulin,0.251507,0.000464,0.001043,0.0,0.25
apaziquone,0.251507,0.000464,0.001043,0.0,0.25
combretastatin,0.251507,0.000464,0.001043,0.0,0.25
onapristone,0.251507,0.000464,0.001043,0.0,0.25
zelavespib,0.251507,0.000464,0.001043,0.0,0.25
beloranib,0.251507,0.000464,0.001043,0.0,0.25
soblidotin,0.251507,0.000464,0.001043,0.0,0.25
salirasib,0.251507,0.000464,0.001043,0.0,0.25
moxetumomab pasudotox,0.251507,0.000464,0.001043,0.0,0.25
phenethyl isothiocyanate,0.251507,0.000464,0.001043,0.0,0.25
methylselenocysteine,0.251507,0.000464,0.001043,0.0,0.25
dolastatin 10,0.251507,0.000464,0.001043,0.0,0.25
etanidazole,0.251507,0.000464,0.001043,0.0,0.25
lometrexol,0.251507,0.000464,0.001043,0.0,0.25
prednimustine,0.251507,0.000464,0.001043,0.0,0.25
buthionine sulfoximine,0.251507,0.000464,0.001043,0.0,0.25
dianhydrogalactitol,0.251507,0.000464,0.001043,0.0,0.25
indole-3-carbinol,0.251507,0.000464,0.001043,0.0,0.25
fiacitabine,0.251507,0.000464,0.001043,0.0,0.25
nolatrexed,0.251507,0.000464,0.001043,0.0,0.25
mitolactol,0.251507,0.000464,0.001043,0.0,0.25
pinometostat,0.251507,0.000464,0.001043,0.0,0.25
didox,0.251507,0.000464,0.001043,0.0,0.25
mitoguazone,0.251507,0.000464,0.001043,0.0,0.25
penclomedine,0.251507,0.000464,0.001043,0.0,0.25
rebastinib,0.251507,0.000464,0.001043,0.0,0.25
tocladesine,0.251507,0.000464,0.001043,0.0,0.25
liarozole,0.251507,0.000464,0.001043,0.0,0.25
nimustine,0.251507,0.000464,0.001043,0.0,0.25
meclocycline,0.251507,0.000464,0.001043,0.0,0.25
x-376,0.251507,0.000464,0.001043,0.0,0.25
sizofiran,0.251507,0.000464,0.001043,0.0,0.25
olmutinib,0.251507,0.000464,0.001043,0.0,0.25
daidzein,0.251507,0.000464,0.001043,0.0,0.25
tiazofurine,0.251507,0.000464,0.001043,0.0,0.25
triaziquone,0.251507,0.000464,0.001043,0.0,0.25
demecolcine,0.251507,0.000464,0.001043,0.0,0.25
mannosulfan,0.251507,0.000464,0.001043,0.0,0.25
etoglucid,0.251507,0.000464,0.001043,0.0,0.25
lentinan,0.251507,0.000464,0.001043,0.0,0.25
mitobronitol,0.251507,0.000464,0.001043,0.0,0.25
semustine,0.251507,0.000464,0.001043,0.0,0.25
carboquone,0.251507,0.000464,0.001043,0.0,0.25
vorozole,0.251507,0.000464,0.001043,0.0,0.25
oblimersen,0.251507,0.000464,0.001043,0.0,0.25
ranimustine,0.251507,0.000464,0.001043,0.0,0.25
iniparib,0.251507,0.000464,0.001043,0.0,0.25
tisagenlecleucel,0.251507,0.000464,0.001043,0.0,0.25
talimogene laherparepvec,0.251507,0.000464,0.001043,0.0,0.25
axicabtagene ciloleucel,0.251507,0.000464,0.001043,0.0,0.25
toyocamycin,0.251507,0.000464,0.001043,0.0,0.25
dofequidar,0.251507,0.000464,0.001043,0.0,0.25
cinnamaldehyde,0.251507,0.000464,0.001043,0.0,0.25
estramustine phosphate,0.251507,0.000464,0.001043,0.0,0.25
combretastatin a4,0.251507,0.000464,0.001043,0.0,0.25
calaspargase pegol,0.251507,0.000464,0.001043,0.0,0.25
tagraxofusp,0.251507,0.000464,0.001043,0.0,0.25
rivoceranib,0.251507,0.000464,0.001043,0.0,0.25
azd-5991,0.251507,0.000464,0.001043,0.0,0.25
human interleukin-2,0.251507,0.000464,0.001043,0.0,0.25
etirinotecan pegol,0.251507,0.000464,0.001043,0.0,0.25
fosgemcitabine palabenamide,0.251507,0.000464,0.001043,0.0,0.25
voruciclib,0.251507,0.000464,0.001043,0.0,0.25
krn-5500,0.251507,0.000464,0.001043,0.0,0.25
tebentafusp,0.251507,0.000464,0.001043,0.0,0.25
perillyl alcohol,0.251507,0.000464,0.001043,0.0,0.25
tefinostat,0.251507,0.000464,0.001043,0.0,0.25
dihematoporphyrin ether,0.251507,0.000464,0.001043,0.0,0.25
elranatamab,0.251507,0.000464,0.001043,0.0,0.25
nanatinostat,0.251507,0.000464,0.001043,0.0,0.25
tallimustine,0.251507,0.000464,0.001043,0.0,0.25
edodekin alfa,0.251507,0.000464,0.001043,0.0,0.25
droloxifene,0.251507,0.000464,0.001043,0.0,0.25
brexucabtagene autoleucel,0.251507,0.000464,0.001043,0.0,0.25
retifanlimab,0.251507,0.000464,0.001043,0.0,0.25
nazartinib,0.251507,0.000464,0.001043,0.0,0.25
pegylated recombinant human arginase i,0.251507,0.000464,0.001043,0.0,0.25
datopotamab deruxtecan,0.251507,0.000464,0.001043,0.0,0.25
inbakicept,0.251507,0.000464,0.001043,0.0,0.25
lisocabtagene maraleucel,0.251507,0.000464,0.001043,0.0,0.25
teclistamab,0.251507,0.000464,0.001043,0.0,0.25
idecabtagene vicleucel,0.251507,0.000464,0.001043,0.0,0.25
talquetamab,0.251507,0.000464,0.001043,0.0,0.25
odronextamab,0.251507,0.000464,0.001043,0.0,0.25
ciltacabtagene autoleucel,0.251507,0.000464,0.001043,0.0,0.25
bortezomib d-mannitol,0.251507,0.000464,0.001043,0.0,0.25
lifileucel,0.251507,0.000464,0.001043,0.0,0.25
tarlatamab,0.251507,0.000464,0.001043,0.0,0.25
obecabtagene autoleucel,0.251507,0.000464,0.001043,0.0,0.25
serplulimab,0.251507,0.000464,0.001043,0.0,0.25
bufexamac,0.251507,0.000464,0.001043,0.0,0.25
alpha-1-proteinase inhibitor,0.251507,0.000464,0.001043,0.0,0.25
glycine,0.251507,0.000464,0.001043,0.0,0.25
menadione,0.251507,0.000464,0.001043,0.0,0.25
tranexamic acid,0.251507,0.000464,0.001043,0.0,0.25
aminocaproic acid,0.251507,0.000464,0.001043,0.0,0.25
hydrogen peroxide,0.251507,0.000464,0.001043,0.0,0.25
aminomethylbenzoic acid,0.251507,0.000464,0.001043,0.0,0.25
bendazac,0.251507,0.000464,0.001043,0.0,0.25
camostat,0.251507,0.000464,0.001043,0.0,0.25
valproate bismuth,0.251507,0.000464,0.001043,0.0,0.25
menadione bisulfite,0.251507,0.000464,0.001043,0.0,0.25
