drugbank_id,name,type,cas_number,unii,atc_codes,groups,indication,mechanism_of_action,smiles,inchi_key,molecular_weight,logp,pubchem_cid,chembl_id,kegg_id
DB00757,Dolasetron,small molecule,115956-12-2,82WI2L7Q6E,A04AA04,approved|investigational,"For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, including initial and repeat courses of chemotherapy. Also used for the prevention of postoperative nausea and vomiting. This drug can be used intravenously for the treatment of postoperative nausea and vomiting.","Dolasetron is a selective serotonin 5-HT<sub>3</sub> receptor antagonist. In vivo, the drug is rapidly converted into its major active metabolite, hydrodolasetron, which seems to be largely responsible for the drug's pharmacological activity. The antiemetic activity of the drug is brought about through the inhibition of 5-HT<sub>3</sub> receptors present both centrally (medullary chemoreceptor zone) and peripherally (GI tract). This inhibition of 5-HT<sub>3</sub> receptors in turn inhibits the visceral afferent stimulation of the vomiting center, likely indirectly at the level of the area postrema, as well as through direct inhibition of serotonin activity within the area postrema and the chemoreceptor trigger zone.",[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,UKTAZPQNNNJVKR-KJGYPYNMSA-N,324.38,2.33,3033818,CHEMBL2368925,C07866
DB00758,Clopidogrel,small molecule,113665-84-2,A74586SNO7,B01AC04,approved|investigational,"Clopidogrel is indicated to reduce the risk of myocardial infarction for patients with non-ST elevated acute coronary syndrome (ACS), patients with ST-elevated myocardial infarction, and in recent MI, stroke, or established peripheral arterial disease,[L7213]","Clopidogrel is activated via a 2 steps reaction to an active thiol-containing metabolite.[A180508] This active form is a platelet inhibitor that irreversibly binds to P2Y<sub>12</sub> ADP receptors on platelets.[L7213] This binding prevents ADP binding to P2Y<sub>12</sub> receptors, activation of the glycoprotein GPIIb/IIIa complex, and platelet aggregation.[L7213]",[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,GKTWGGQPFAXNFI-HNNXBMFYSA-N,321.822,4.03,60606,CHEMBL1771,D00769
DB00759,Tetracycline,small molecule,60-54-8,F8VB5M810T,J01RA19|S02AA08|A01AB13|A02BD02|J01AA07|S01AA09|J01AA20|J01RA08|S03AA02|D06AA04|A02BD08,approved|investigational|vet_approved|withdrawn,"Used to treat bacterial infections such as Rocky Mountain spotted fever, typhus fever, tick fevers, Q fever, rickettsialpox and Brill-Zinsser disease. May be used to treat infections caused by Chlamydiae spp., B. burgdorferi (Lyme disease), and upper respiratory infections caused by typical (S. pneumoniae, H. influenzae, and M. catarrhalis) and atypical organisms (C. pneumoniae, M. pneumoniae, L. pneumophila). May also be used to treat acne. Tetracycline may be an alternative drug for people who are allergic to penicillin.","Tetracycline passively diffuses through porin channels in the bacterial membrane and reversibly binds to the 30S ribosomal subunit, preventing binding of tRNA to the mRNA-ribosome complex, and thus interfering with protein synthesis.",[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,OFVLGDICTFRJMM-WESIUVDSSA-N,444.4346,-3.5,54675776,CHEMBL1440,D00201
DB00760,Meropenem,small molecule,96036-03-2,YOP6PX0BAO,J01DH02|J01DH52,approved|investigational,"For use as single agent therapy for the treatment of the following infections when caused by susceptible isolates of the designated microorganisms: <b>complicated skin and skin structure infections</b> due to <i>Staphylococcus aureus</i> (b-lactamase and non-b-lactamase producing, methicillin-susceptible isolates only), <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>, viridans group streptococci, <i>Enterococcus faecalis</i> (excluding vancomycin-resistant isolates), <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Bacteroides fragilis</i> and <i>Peptostreptococcus</i> species; <b>complicated appendicitis and peritonitis</b> caused by viridans group streptococci, <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Pseudomonas aeruginosa</i>, <i>Bacteroides fragilis</i>, <i>B. thetaiotaomicron</i>, and <i>Peptostreptococcus</i> species. Also for use in the treatment of bacterial meningitis caused by <i>Streptococcus pneumoniae</i>","The bactericidal activity of meropenem results from the inhibition of cell wall synthesis. Meropenem readily penetrates the cell wall of most Gram-positive and Gram-negative bacteria to reach penicillin-binding- protein (PBP) targets. Its strongest affinities are toward PBPs 2, 3 and 4 of <i>Escherichia coli</i> and <i>Pseudomonas aeruginosa</i>; and PBPs 1, 2 and 4 of <i>Staphylococcus aureus</i>.",[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],DMJNNHOOLUXYBV-PQTSNVLCSA-N,383.463,-4.4,441130,CHEMBL127,D02222
DB00761,Potassium chloride,small molecule,7447-40-7,660YQ98I10,B05XA01|A12BA01,approved|investigational|withdrawn,For use as an electrolyte replenisher and in the treatment of hypokalemia.,Supplemental potassium in the form of high potassium food or potassium chloride may be able to restore normal potassium levels.,[Cl-].[K+],WCUXLLCKKVVCTQ-UHFFFAOYSA-M,74.551,0.2,4873,CHEMBL1200731,D02060
DB00762,Irinotecan,small molecule,97682-44-5,7673326042,L01CE02,approved|investigational,"Irinotecan is indicated for the treatment of:
- Metastatic carcinoma of the colon or rectum as first-line treatment in combination with [fluorouracil] and [leucovorin].[L50181, L50201]
- Metastatic carcinoma of the colon or rectum whose disease has recurred or progressed following initial fluorouracil-based therapy, as monotherapy [L50201] or in combination with [fluorouracil] and [leucovorin].[L50181]

Irinotecan liposome injection is used in adults for the treatment of:
- Metastatic pancreatic adenocarcinoma in combination with [oxaliplatin], [fluorouracil], and [leucovorin] as first-line treatment.[L50186,L52775]
- Metastatic pancreatic adenocarcinoma in combination with [fluorouracil] and [leucovorin] after disease progression following gemcitabine-based therapy.[L50186,L52775]","DNA topoisomerase I is a nuclear enzyme that ensures proper DNA topology during replication and transcription.[A263381] It relieves torsional strain in the DNA double helix during replication and transcription by creating reversible single-strand breaks.[A263371, L50181] 

Upon administration, irinotecan is converted into its active metabolite, SN-38, by carboxylesterase in the liver and gastrointestinal tract.[A263366] Irinotecan and SN-38 both inhibit DNA topoisomerase I, acting on the S and G2 phases of the cell cycle.[A263371, L50181] Irinotecan and SN-38 bind to the topoisomerase I-DNA complex and prevent the religation of single-strand breaks.[L50181] The ternary complex formed by topoisomerase I, DNA, and either irinotecan or SN-38 interferes with the moving replication fork, inducing replication arrest and lethal double-stranded breaks in DNA. Because double-stranded breaks cannot be efficiently repaired by mammalian cells, apoptosis of cancer cells occurs.[L50181]",CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,UWKQSNNFCGGAFS-XIFFEERXSA-N,586.678,2.78,60838,CHEMBL481,D08086
DB00763,Methimazole,small molecule,60-56-0,554Z48XN5E,H03BB52|H03BB02,approved|investigational,"In the United States, methimazole is indicated for the treatment of hyperthyroidism in patients with Graves' disease or toxic multinodular goiter for whom thyroidectomy or radioactive iodine therapy are not appropriate treatment options. Methimazole is also indicated for the amelioration of hyperthyroid symptoms in preparation for thyroidectomy or radioactive iodine therapy.[L8336]

In Canada, methimazole carries the above indications and is also indicated for the medical treatment of hyperthyroidism regardless of other available treatment options.[L8339]","Methimazole's primary mechanism of action appears to be interference in an early step in thyroid hormone synthesis involving thyroid peroxidase (TPO), however the exact method through which methimazole inhibits this step is unclear.[A184559]  TPO, along with hydrogen peroxide, normally catalyzes the conversion of iodide to iodine and then further catalyzes the incorporation of this iodine onto the 3 and/or 5 positions of the phenol rings of tyrosine residues in thyroglobulin. These thyroglobulin molecules then degrade within thyroid follicular cells to form either thyroxine (T<sub>4</sub>) or tri-iodothyronine (T<sub>3</sub>), which are the main hormones produced by the thyroid gland.[A184697]

Methimazole may directly inhibit TPO, but has been shown in vivo to instead act as a competitive substrate for TPO, thus becoming iodinated itself and interfering with the iodination of thyroglobulin.[A184559] Another proposed theory is that methimazole’s sulfur moiety may interact directly wi",CN1C=CNC1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,114.169,0.75,1349907,CHEMBL1515,D00401
DB00764,Mometasone,small molecule,105102-22-5,8HR4QJ6DW8,R03AL12|R01AD59|R03AK14,approved|investigational,The inhaler is indicated for the maintenance treatment of asthma as prophylactic therapy. The nasal spray is indicated for the treatment of the nasal symptoms of seasonal allergic and perennial allergic rhinitis.,"Unbound corticosteroids cross cell membranes and bind with high affinity to specific cytoplasmic receptors. Inflammation is decreased by diminishing the release of leukocytic acid hydrolases, prevention of macrophage accumulation at inflamed sites, interference with leukocyte adhesion to the capillary wall, reduction of capillary membrane permeability, reduction of complement components, inhibition of histamine and kinin release, and interference with the formation of scar tissue. The antiinflammatory actions of corticosteroids are thought to involve phospholipase A<sub>2</sub> inhibitory proteins, lipocortins, which control the biosynthesis of potent mediators of inflammation such as prostaglandins and leukotrienes. Mometasone furoate has been shown in vitro to exhibit a binding affinity for the human glucocorticoid receptor which is approximately 12 times that of dexamethasone, 7 times that of triamcinolone acetonide, 5 times that of budesonide, and 1.5 times that of fluticasone.",[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,QLIIKPVHVRXHRI-CXSFZGCWSA-N,427.361,3.5,441335,CHEMBL1201404,D08227
DB00765,Metyrosine,small molecule,672-87-7,DOQ0J0TPF7,C02KB01,approved|investigational,"For use in the treatment of patients with pheochromocytoma, for preoperative preparation of patients for surgery, management of patients when surgery is contraindicated, and chronic treatment of patients with malignant pheochromocytoma.","Metyrosine inhibits tyrosine hydroxylase, which catalyzes the first transformation in catecholamine biosynthesis, i.e., the conversion of tyrosine to dihydroxyphenylalanine (DOPA). Because the first step is also the rate-limiting step, blockade of tyrosine hydroxylase activity results in decreased endogenous levels of catecholamines and their synthesis. This consequently, depletes the levels of the catecholamines dopamine, adrenaline and noradrenaline in the body,usually measured as decreased urinary excretion of catecholamines and their metabolites. One main end result of the catecholamine depletion is a decrease in blood presure.",C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,NHTGHBARYWONDQ-JTQLQIEISA-N,195.2151,-1.1,441350,CHEMBL1200862,D00762
DB00766,Clavulanic acid,small molecule,58001-44-8,23521W1S24,,approved|investigational|vet_approved,"Clavulanic acid combined with other antibiotics is indicated to prevent the development of drug-resistant strains of bacteria and promotes their therapeutic antibacterial effects.[L7880,L7904]

The following conditions, when they produced beta-lactamases, have been treated with a combination of amoxicillin and clavulanic acid or ticarcillin and clavulanic acid[L7880,L7904]:

Acute otitis media caused by  H. influenzae and M. catarrhalis

Sinusitis due to H. influenzae and M. catarrhalis

Lower respiratory tract infections due to Haemophilus influenzae, S.aureus, Klebsiella species, and Moraxella catarrhalis 

Skin and skin structure infections caused by Staphylococcus aureus, Escherichia coli, and Klebsiella species

Urinary Tract Infections due to E. coli, Klebsiella species of bacteria, and Enterobacter species of bacteria, S.marcescens, or S.aureus

Gynecologic infections due to a variety of bacteria, including P.melaninogenicus, Enterobacter species, E.Coli species, K","Clavulanic acid contains a beta-lactam ring in its structure that binds in an irreversible fashion to beta-lactamases, preventing them from inactivating certain beta-lactam antibiotics, with efficacy in treating susceptible gram-positive and gram-negative infections.[A182228,A182234]",[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,HZZVJAQRINQKSD-PBFISZAISA-N,199.1608,-1.5,5280980,CHEMBL777,C06662
DB00767,Benzquinamide,small molecule,63-12-7,0475EA27Q3,,approved|withdrawn,"Used to prevent and treat nausea and vomiting associated with anesthesia and surgery, administered intramuscularly or intravenously.","The mechanism of action is not known, but presumably benzquinamide works via antagonism of muscarinic acetycholine receptors and histamine H1 receptors.",CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O,JSZILQVIPPROJI-UHFFFAOYSA-N,404.4999,1.42,2342,CHEMBL1201250,D00243
