name,mesh_id,source
Superparamagnetic Contrast Media,,DrugBank
Suspensions,D013535,DrugBank
Secretin,D012633,DrugBank
Secretin-class Hormone,,DrugBank
Betula,D029662,DrugBank
Fixatives,D005404,DrugBank
Gaultheria,D031282,DrugBank
Long-acting Insulins,,DrugBank
Diphtheria Vaccines,,DrugBank
Meningococcal Vaccines,D022401,DrugBank
Actively Acquired Immunity,,DrugBank
Inactivated Rabies Virus Vaccine,,DrugBank
Rabies Vaccines,D011819,DrugBank
Live Attenuated Rotavirus Vaccine,,DrugBank
Live Rotavirus Vaccine,,DrugBank
Rota Virus Diarrhea Vaccines,,DrugBank
Viral Vaccines,D014765,DrugBank
Live Attenuated Measles Virus Vaccine,,DrugBank
Live Mumps Virus Vaccine,,DrugBank
Live Attenuated Rubella Virus Vaccine,,DrugBank
Live vaccines,,DrugBank
Measles vaccines,,DrugBank
Rubella Vaccines,,DrugBank
Herpesvirus Vaccines,D022283,DrugBank
Live Attenuated Herpes Zoster Virus Vaccine,,DrugBank
Live Attenuated Varicella Zoster Virus Vaccine,,DrugBank
Varicella Zoster Vaccines,D019433,DrugBank
Increased Immunologically Active Molecule Activity,,DrugBank
Increased Macrophage Proliferation,,DrugBank
Live Attenuated Bacillus Calmette-Guerin Immunotherapy,,DrugBank
Live Attenuated Bacillus Calmette-Guerin Vaccine,,DrugBank
Grass Pollen Allergen Extracts,,DrugBank
Non-Standardized Pollen Allergenic Extract,,DrugBank
Allergenic Extracts,,DrugBank
Standardized Pollen Allergenic Extract,,DrugBank
Non-Standardized Food Allergenic Extract,,DrugBank
Bacterial Vaccines,D001428,DrugBank
Inactivated Clostridium Tetani Vaccine,,DrugBank
Tetanus Vaccines,,DrugBank
Toxoids,D014121,DrugBank
Diphtheria,D004165,DrugBank
Inactivated Corynebacterium Diphtheriae Vaccine,,DrugBank
Inactivated Influenza A Virus Vaccine,,DrugBank
Influenza Vaccines,D007252,DrugBank
Inactivated Japanese Encephalitis Virus Vaccine,,DrugBank
Inactivated Influenza B Virus Vaccine,,DrugBank
Inactivated Salmonella Typhi Vaccine,,DrugBank
Typhoid vaccines,,DrugBank
Live Attenuated Yellow Fever Virus Vaccine,,DrugBank
Yellow Fever Vaccines,,DrugBank
Inactivated Hepatitis A Virus Vaccine,,DrugBank
Viral Hepatitis Vaccines,D014761,DrugBank
Haemophilus Vaccines,D018073,DrugBank
Inactivated Haemophilus Influenzae B Vaccine,,DrugBank
"Vaccines, Inactivated",D015164,DrugBank
Inactivated Bordetella Pertussis Vaccine,,DrugBank
Anthrax Vaccines,D022122,DrugBank
Live Attenuated Bacillus Anthracis Vaccine,,DrugBank
"Vaccines, Attenuated",D014613,DrugBank
Live Attenuated Salmonella Typhi Vaccine,,DrugBank
Autologous Cultured Cell,,DrugBank
Emollients,D004643,DrugBank
Softener and Emollient Laxatives,,DrugBank
"Softeners, Emollients",,DrugBank
Artificial Tears,D065346,DrugBank
Carboxymethylcellulose Sodium,D002266,DrugBank
Cellulose,D002482,DrugBank
Root Canal Filling Materials,D012387,DrugBank
Gluconates,D005942,DrugBank
Selenium Compounds,D018036,DrugBank
Chalcogens,D018011,DrugBank
Tetrahydropyrimidine Derivatives,,DrugBank
Recombinant Antithrombin,,DrugBank
Lamiaceae,D019686,DrugBank
Mentha,D027541,DrugBank
Non-Standardized Plant Allergenic Extract,,DrugBank
"Oils, Volatile",D009822,DrugBank
"Fatty Acids, Omega-6",D043371,DrugBank
Linolenic Acids,D008042,DrugBank
"Prothrombin, agonists",,DrugBank
Factor IX,D005164,DrugBank
Apatites,D001031,DrugBank
Biocompatible Materials,D001672,DrugBank
Calcium Phosphates,D002130,DrugBank
Ceramics,D002516,DrugBank
Hydroxyapatites,D006882,DrugBank
Oenothera,D031664,DrugBank
Onagraceae,D029594,DrugBank
Prostacyclin Receptor Agonist,,DrugBank
Prostacyclin Receptor Agonists,,DrugBank
"Receptors, Prostaglandin, agonists",,DrugBank
Insect Repellents,D007302,DrugBank
Pesticide Synergists,D010574,DrugBank
"Antigens, Bacterial",D000942,DrugBank
"Polysaccharides, Bacterial",D011135,DrugBank
Trihalomethanes,D022882,DrugBank
Polyether Polyketides,D000095662,DrugBank
Organophosphorous Compounds,,DrugBank
Resorcinols,D012118,DrugBank
Zearalenone,D015025,DrugBank
Veterinary Drugs,D019155,DrugBank
Cyclohexanones,D003512,DrugBank
Urate Transporter 1 Inhibitor,,DrugBank
Urate Transporter 1 Inhibitors,,DrugBank
Interleukin-17,D020381,DrugBank
Complement Inactivator Proteins,D003169,DrugBank
BCL-2 Inhibitor,,DrugBank
Endogenous Antigen Neutralization,,DrugBank
Antithrombin III,D000990,DrugBank
"Antithrombin III, agonists",,DrugBank
Human Rabies Immune Globulins,,DrugBank
Human Tetanus Immune Globulins,,DrugBank
Human Varicella Zoster Immune Globulins,,DrugBank
"Antigens, Viral",D000956,DrugBank
"Bacterial and viral vaccines, combined",,DrugBank
Hepatitis Antigens,D018963,DrugBank
Hepatitis B Antigens,D006511,DrugBank
Hepatitis B Surface Antigens,D006514,DrugBank
"Hepatitis B Surface Antigens, drug effects",,DrugBank
Hepatitis B Vaccines,D017325,DrugBank
Inactivated Hepatitis B Virus Vaccine,,DrugBank
Viral Proteins,D014764,DrugBank
Artemisia,D019306,DrugBank
Histamine-3 (H3) Receptor Antagonists/Inverse Agonists,,DrugBank
Histamine-3 Receptor Antagonist/Inverse Agonist,,DrugBank
"Receptors, Histamine H3",D018100,DrugBank
Transthyretin Stabilizers,,DrugBank
"B-Cell Activating Factor, antagonists & inhibitors",,DrugBank
Diarylheptanoids,D036381,DrugBank
Heptanes,D006536,DrugBank
Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor,,DrugBank
Mitogen-Activated Protein Kinase Kinase 1 Inhibitors,,DrugBank
Mitogen-Activated Protein Kinase Kinase 2 Inhibitors,,DrugBank
"fms-Like Tyrosine Kinase 3, antagonists & inhibitors",,DrugBank
"Janus Kinase 2, antagonists & inhibitors",,DrugBank
"Chemokine CXCL12, antagonists & inhibitors",,DrugBank
Programmed Death Ligand-1 Antagonists,,DrugBank
Programmed Death Ligand-1 Blocker,,DrugBank
Programmed Death Ligand-1-directed Antibody Interactions,,DrugBank
Serotonin (5-HT) 1F Receptor Agonists,,DrugBank
Crown Compounds,D047248,DrugBank
Potassium-competitive Acid Blockers,,DrugBank
"Leucine-tRNA Ligase, antagonists & inhibitors",,DrugBank
Enzyme Activation,D004789,DrugBank
Polyether Toxins,D000095702,DrugBank
Adenosine A2 Receptor Antagonists,D058917,DrugBank
Sodium-Hydrogen Exchanger 3 Inhibitor,,DrugBank
Sodium/Hydrogen Exchanger 3 (NHE3) Inhibitors,,DrugBank
Interleukin 17 Receptor A Antagonists,,DrugBank
Interleukin-17 Receptor A Antagonist,,DrugBank
"Receptors, Interleukin-17",D053722,DrugBank
Mesenchymal Epithelial Transition Inhibitors,,DrugBank
Human Immunodeficiency Virus Type 1 (HIV-1) gp120-directed Attachment Inhibitors,,DrugBank
Non-Competitive N-Methyl D-Aspartate (NMDA) Receptor Antagonists,,DrugBank
"Receptor, Platelet-Derived Growth Factor alpha, antagonists & inhibitors",,DrugBank
"Receptor, Platelet-Derived Growth Factor beta, antagonists & inhibitors",,DrugBank
Interleukin-23 Subunit p19,D053760,DrugBank
"Cytochrome P-450 CYP11B2, antagonists & inhibitors",,DrugBank
Cytochrome P450 11B1 Inhibitors,,DrugBank
"Angiotensin II, antagonists & inhibitors",,DrugBank
"Leukemia, Lymphocytic, Chronic, B-Cell, drug therapy",,DrugBank
"Prostatic Neoplasms, drug therapy",,DrugBank
"Receptors, LHRH, antagonists & inhibitors",,DrugBank
Neuroactive Steroid Gamma-Aminobutyric Acid (GABA) A Receptor Positive Modulators,,DrugBank
Sclerostin Inhibitors,,DrugBank
"ATP Binding Cassette Transporter, Subfamily B, Member 1",D020168,DrugBank
"Fibroblast Growth Factor 2, antagonists & inhibitors",,DrugBank
Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,,DrugBank
"Receptor, Fibroblast Growth Factor, Type 1, antagonists & inhibitors",,DrugBank
"Receptors, Fibroblast Growth Factor, antagonists & inhibitors",,DrugBank
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",,DrugBank
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",,DrugBank
"PPAR gamma, antagonists & inhibitors",,DrugBank
"Receptor, Cannabinoid, CB2, agonists",,DrugBank
Interleukin-13 Antagonist,,DrugBank
Matrix Metalloproteinase Inhibitors,D061965,DrugBank
Adenosine Triphosphate-Citrate Lyase Inhibitor,,DrugBank
Adenosine Triphosphate-Citrate Lyase Inhibitors,,DrugBank
Nuclear Export Inhibitors,,DrugBank
"Alzheimer Disease, drug therapy",,DrugBank
"Receptor, EphB4, antagonists & inhibitors",,DrugBank
"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors",,DrugBank
Type I Interferon Receptor Antagonist,,DrugBank
"Amyloid Precursor Protein Secretases, antagonists & inhibitors",,DrugBank
Gamma Secretase Inhibitor,,DrugBank
Gamma Secretase Inhibitors and Modulators,D000091062,DrugBank
"Class I Phosphatidylinositol 3-Kinases, antagonists & inhibitors",,DrugBank
"Receptors, Lysosphingolipid, antagonists & inhibitors",,DrugBank
Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor,,DrugBank
Interleukin 5 Receptor alpha-directed Antibody Interactions,,DrugBank
Interleukin-5 Receptor alpha-directed Cytolytic Antibody,,DrugBank
Cytomegalovirus DNA Terminase Complex Inhibitor,,DrugBank
DNA Terminase Complex Inhibitors,,DrugBank
"Proto-Oncogene Proteins c-bcl-2, antagonists & inhibitors",,DrugBank
"Antibodies, Neutralizing",D057134,DrugBank
Tryptophan Hydroxylase Inhibitor,,DrugBank
Activin Signaling Inhibitor,,DrugBank
"Bradykinin, agonists",,DrugBank
Triazaacenaphthylene Bacterial Type II Topoisomerase Inhibitor,,DrugBank
Tumor Suppressor Proteins,D025521,DrugBank
Interleukin 4 Receptor alpha Antagonists,,DrugBank
Interleukin-4 Receptor alpha Antagonist,,DrugBank
"Interleukin-4 Receptor alpha Subunit, antagonists & inhibitors",,DrugBank
"Asthma, drug therapy",,DrugBank
"Interleukin-4, antagonists & inhibitors",,DrugBank
"Proto-Oncogene Proteins c-akt, antagonists & inhibitors",,DrugBank
Ceramides,D002518,DrugBank
Cerebrosides,D002554,DrugBank
Glycolipids,D006017,DrugBank
Glycosphingolipids,D006028,DrugBank
Neutral Glycosphingolipids,D020383,DrugBank
Sphingolipids,D013107,DrugBank
CD79b-directed Antibody–Drug Conjugates,,DrugBank
Cytochrome P450 2A6 Inhibitors,,DrugBank
"Receptor, IGF Type 1",D017526,DrugBank
Dipeptidyl Peptidase 4,D018819,DrugBank
Amyloid Beta-directed Antibodies,,DrugBank
"Focal Adhesion Kinase 1, antagonists & inhibitors",,DrugBank
Diterpene Alkaloids,D000077743,DrugBank
Salvia,D027544,DrugBank
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",D015464,DrugBank
Isocyanates,D017953,DrugBank
Interleukin-3,D007377,DrugBank
Calcitonin Gene-Related Peptide (CGRP) Antagonists,,DrugBank
Calcitonin Gene-Related Peptide Receptor Antagonists,D000077221,DrugBank
Triterpenoid Antifungal,,DrugBank
Triterpenoid Antifungals,,DrugBank
Lupanes,D000094042,DrugBank
Chemokine Receptor Type 4 Interaction,,DrugBank
Chemokine Receptor Type 4 Interactions,,DrugBank
CD19 Directed Cytolytic Antibodies,,DrugBank
CD19-directed Cytolytic Antibody,,DrugBank
"Benzodiazepines, antagonists & inhibitors",,DrugBank
Dual Endothelin Type A Receptor/Ang II Subtype 1 Receptor Antagonist (DEARA),,DrugBank
Piper nigrum,D029222,DrugBank
Combretum,D029765,DrugBank
"Kallikreins, antagonists & inhibitors",,DrugBank
CD22-Directed Cytotoxins,,DrugBank
"Aldehyde Dehydrogenase, antagonists & inhibitors",,DrugBank
Organoselenium Compounds,D016566,DrugBank
CD4-directed Antibody Interactions,,DrugBank
CD4-directed Blocking Antibody,,DrugBank
HIV 1 Post-attachment Fusion Inhibitors,,DrugBank
Human Immunodeficiency Virus 1 Post-attachment Fusion Inhibitor,,DrugBank
Serum Albumin,D012709,DrugBank
"Receptors, Opioid, kappa, agonists",,DrugBank
"Sodium-Glucose Transporter 1, antagonists & inhibitors",,DrugBank
Tuberculosis Vaccines,D032581,DrugBank
Semicarbazides,D012663,DrugBank
Semicarbazones,D012664,DrugBank
Thiosemicarbazones,D013882,DrugBank
Ammonia-Lyases,D000642,DrugBank
Carbon-Nitrogen Lyases,D019759,DrugBank
Phenylalanine Metabolizing Enzyme,,DrugBank
Galactitol,D004376,DrugBank
Methyltransferase Inhibitor,,DrugBank
Methyltransferase Inhibitors,,DrugBank
Trop-2-Directed Monoclonal Antibodies,,DrugBank
Acyltransferases,D000217,DrugBank
Aminoacyltransferases,D019881,DrugBank
"Factor XIIIa, antagonists & inhibitors",,DrugBank
Increased Fibrin Polymerization Activity,,DrugBank
Transglutaminases,D011503,DrugBank
Thyroid Hormone Receptor beta Agonist,,DrugBank
Thyroid hormone receptor-beta (THR-beta) agonist,,DrugBank
Stimulation Small Intestine Fluid/Electrolyte Secretion,,DrugBank
Cyanobacteria Toxins,D000087522,DrugBank
Verbenaceae,D029648,DrugBank
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive, drug therapy",,DrugBank
Nectin-4-directed Antibodies,,DrugBank
Benz(a)Anthracenes,D001551,DrugBank
Phenalenes,D043803,DrugBank
"Receptors, Thromboxane, antagonists & inhibitors",,DrugBank
Growth Hormone Secretagogue Receptor Agonist,,DrugBank
Growth Hormone Secretagogue Receptor Agonists,,DrugBank
beta-Glucans,D047071,DrugBank
Increased Platelet Aggregation,,DrugBank
von Willebrand Factor,D014841,DrugBank
Factor X,D005170,DrugBank
"Factor X, agonists",,DrugBank
"Factor X, antagonists & inhibitors",,DrugBank
Ointments,D009824,DrugBank
"Receptors, Guanylate Cyclase-Coupled, agonists",,DrugBank
"NADH, NADPH Oxidoreductases, antagonists & inhibitors",,DrugBank
Phosphoamino Acids,D019606,DrugBank
Factor VIII,D005169,DrugBank
"Fertility Agents, Male",D005303,DrugBank
Kallikreins,D007610,DrugBank
Non-Standardized Fungal Allergenic Extract,,DrugBank
Quinolone Vasodilators,,DrugBank
Diethylamines,D004048,DrugBank
"Anemia, Iron-Deficiency",D018798,DrugBank
Bufanolides,D002018,DrugBank
Scilla Glycosides,,DrugBank
Colchicine Derivatives,,DrugBank
"Leukocyte Elastase, antagonists & inhibitors",,DrugBank
Benzeneacetamides,D044482,DrugBank
"Sodium-Potassium-Exchanging ATPase, antagonists & inhibitors",,DrugBank
Dietary Fiber,D004043,DrugBank
Plant Exudates,D053147,DrugBank
Noble Gases,D005741,DrugBank
Convulsants,D003292,DrugBank
Cycloheptanes,D003508,DrugBank
Cyclooctanes,D034242,DrugBank
"Menopause, drug effects",,DrugBank
"Psychophysiologic Disorders, drug therapy",,DrugBank
Immunoglobulin M,D007075,DrugBank
"Iron Bivalent, Oral Preparations",,DrugBank
Peptoids,D034444,DrugBank
Norpregnadienes,D009649,DrugBank
Muramic Acids,D009112,DrugBank
Toxiferine,D014117,DrugBank
Pyrazolone Derivatives,,DrugBank
"Uridine Phosphorylase, antagonists & inhibitors",,DrugBank
"Prostaglandins E, Synthetic",D011459,DrugBank
Bone Substitutes,D018786,DrugBank
Manganese Compounds,D017895,DrugBank
Fructosephosphates,D005636,DrugBank
Hexosediphosphates,D006598,DrugBank
Hexosephosphates,D006600,DrugBank
Sugar Phosphates,D013403,DrugBank
Isocitrate dehydrogenase (IDH) inhibitors,,DrugBank
Isocitrate Dehydrogenase 2 Inhibitor,,DrugBank
Isocitrate dehydrogenase-2 (IDH2) Inhibitors,,DrugBank
Harmala Alkaloids,D000077290,DrugBank
CD19 Receptor Interactions,,DrugBank
CD19-directed Chimeric Antigen Receptor,,DrugBank
Genetically-modified Autologous T Cells,,DrugBank
"Receptors, Antigen",D011946,DrugBank
Alphaherpesvirinae,D018138,DrugBank
DNA Viruses,D004267,DrugBank
Herpesviridae,D006564,DrugBank
Simplexvirus,D018139,DrugBank
Viruses,D014780,DrugBank
"Antigens, CD",D015703,DrugBank
"Antigens, Differentiation",D000943,DrugBank
"Antigens, Differentiation, B-Lymphocyte",D000944,DrugBank
Immunomodulation,D056747,DrugBank
"Antihemorrhagic Agents, Miscellaneous",,DrugBank
Ranunculaceae,D029626,DrugBank
Ranunculales,D000076664,DrugBank
Inflammation and Infection Detection,,DrugBank
"Metals, Alkali",D008672,DrugBank
Strontium Radioisotopes,D013326,DrugBank
Fibroblast Growth Factor-23 Blocking Antibodies,,DrugBank
Salmonella Vaccines,D022562,DrugBank
"Vaccines, Typhoid",D014436,DrugBank
Ethylmercury Compounds,D005035,DrugBank
Calcitonin Gene-related Peptide Antagonist,,DrugBank
Malacidins,C000626256,DrugBank
Antimutagenic Agents,D016587,DrugBank
Allergens,D000485,DrugBank
Lewis X Antigen,D016256,DrugBank
Apiaceae,D019661,DrugBank
Salvia miltiorrhiza,D027561,DrugBank
Live Attenuated Influenza A Virus Vaccine,,DrugBank
Adenovirus Vaccines,D062705,DrugBank
Live Human Adenovirus Type 4 Vaccine,,DrugBank
Live Attenuated Cholera Vaccine,,DrugBank
Mouthwashes,D009067,DrugBank
"Skin Ulcer, drug therapy",,DrugBank
Aerosols,D000336,DrugBank
"Administration, Topical",D000287,DrugBank
Isocitrate Dehydrogenase 1 Inhibitor,,DrugBank
Isocitrate dehydrogenase-1 (IDH1) inhibitors,,DrugBank
Isocitrate Dehydrogenase-1 Inhibitors,,DrugBank
Increased Coagulation Factor Activity,,DrugBank
Alzheimer Disease,D000544,DrugBank
"Contraceptive Devices, Female",D003274,DrugBank
Drug Implants,D004343,DrugBank
Plantaginaceae,D000068377,DrugBank
Kallikrein Inhibitors,,DrugBank
Plasma Kallikrein Inhibitor,,DrugBank
Live Human Adenovirus Type 7 Vaccine,,DrugBank
Live Vaccinia Virus Vaccine,,DrugBank
Recombinant Adenosine Deaminases,,DrugBank
Decreased RNA Integrity,,DrugBank
Increased Protein Breakdown,,DrugBank
Transthyretin-directed RNA Interaction,,DrugBank
Tropomyosin Receptor Kinases Inhibitors,,DrugBank
Interferon gamma Antagonists,,DrugBank
Interferon gamma Blocker,,DrugBank
Interferon-gamma,D007371,DrugBank
"Lymphohistiocytosis, Hemophagocytic",D051359,DrugBank
CD123 Interaction,,DrugBank
CD123 Interactions,,DrugBank
Approved Treatments for COVID-19,,DrugBank
SARS-CoV-2 Nucleotide Analog RNA Polymerase Inhibitor,,DrugBank
Platelet-derived Growth Factor alpha Receptor Inhibitors,,DrugBank
Stem Cell Factor (KIT) Receptor Inhibitors,,DrugBank
"Arthritis, Rheumatoid, drug therapy",,DrugBank
"Janus Kinase 1, antagonists & inhibitors",,DrugBank
Lymphocyte Activation Gene-3 Blocker,,DrugBank
Interleukin-2,D007376,DrugBank
"Myelin-Associated Glycoprotein, antagonists & inhibitors",,DrugBank
Oligonucleotide Telomerase Inhibitor,,DrugBank
"Telomerase, antagonists & inhibitors",,DrugBank
Neonatal Fc Receptor Blocker,,DrugBank
Cardiac Myosin Inhibitor,,DrugBank
"Janus Kinase 3, antagonists & inhibitors",,DrugBank
Hemoglobin S Polymerization Inhibitors,,DrugBank
Activin Receptors,D029404,DrugBank
Intracellular Signaling Peptides and Proteins,D047908,DrugBank
Protein Kinases,D011494,DrugBank
Protein-Serine-Threonine Kinases,D017346,DrugBank
"Receptors, Growth Factor",D017978,DrugBank
"Receptors, Transforming Growth Factor beta",D018125,DrugBank
Classical Complement Pathway Inhibitor,,DrugBank
Antithrombin-directed RNA Interaction,,DrugBank
"RNA, Antisense",D016372,DrugBank
"RNA, Small Untranslated",D058727,DrugBank
"RNA, Untranslated",D022661,DrugBank
Small Interfering RNA,D034741,DrugBank
Complement 5a Receptor Antagonist,,DrugBank
Bruton's Tyrosine Kinase Inhibitors,,DrugBank
Cytochrome P-450 CYP2C18 Inhibitors,,DrugBank
Cytochrome P-450 CYP2C18 Inhibitors (strength unknown),,DrugBank
Aminolevulinate Synthase 1-directed RNA Interaction,,DrugBank
Aminolevulinate Synthase 1-Directed Small Interfering RNAs,,DrugBank
Galactosamine,D005688,DrugBank
"Porphyrias, Hepatic",D017094,DrugBank
Thymic Stromal Lymphopoietin Blocker,,DrugBank
Human Growth Hormone Analogs,,DrugBank
"Receptor, Fibroblast Growth Factor, Type 2, antagonists & inhibitors",,DrugBank
Claudin 18.2-directed Cytolytic Antibody,,DrugBank
Deuterium,D003903,DrugBank
"Proto-Oncogene Proteins c-met, antagonists & inhibitors",,DrugBank
"Glioma, drug therapy",,DrugBank
Glucose-dependent Insulinotropic Polypeptide Receptor Agonist,,DrugBank
Glucagon Receptor Agonists,,DrugBank
Interleukin-31 Receptor alpha Antagonist,,DrugBank
Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager,,DrugBank
"Melanoma, therapy",,DrugBank
Perilla,D031343,DrugBank
Survival Motor Neuron-2-directed RNA Interaction,,DrugBank
Survival of Motor Neuron 2 Splicing Modifier,,DrugBank
Ion Channels,D007473,DrugBank
Membrane Transport Proteins,D026901,DrugBank
Transient Receptor Potential Channels,D050051,DrugBank
Bispecific B-cell maturation antigen (BCMA)-directed CD3 T-cell engager,,DrugBank
Complement Factor D Inhibitor,,DrugBank
Neuropilin-1,D039942,DrugBank
Cyclin-dependent Kinase 4 Inhibitors,,DrugBank
Cyclin-dependent Kinase 6 Inhibitors,,DrugBank
Cystic Fibrosis Transmembrane Conductance Regulator Correctors,,DrugBank
Inactivated Yersinia Pestis Vaccine,,DrugBank
Hypoxia-inducible Factor Inhibitor,,DrugBank
Bispecific HER2-directed Antibody,,DrugBank
Cascara,D004642,DrugBank
Monkeypox Vaccines,,DrugBank
Smallpox Vaccines,D012900,DrugBank
"Depression, Postpartum",D019052,DrugBank
"Antibodies, Bispecific",D018033,DrugBank
Adeno-associated Viral Vector Therapies,,DrugBank
Cellular and Gene Therapy,,DrugBank
RAS GTPase Inhibitors,,DrugBank
Chlorophyll,D002734,DrugBank
Palladium,D010165,DrugBank
"Photoreceptors, Microbial",D020283,DrugBank
Interleukin-36 Receptor Antagonist,,DrugBank
Immunosuppression,D007165,DrugBank
"Receptors, Interleukin-2",D015375,DrugBank
"Interleukin-12, antagonists & inhibitors",,DrugBank
COVID-19 Vaccines,D000086663,DrugBank
mRNA Vaccines,D000087503,DrugBank
Nucleic Acid-Based Vaccines,D000087504,DrugBank
"Vaccines, Synthetic",D014614,DrugBank
"Vaccines, DNA",D019444,DrugBank
Neurokinin 3 Receptor Antagonist,,DrugBank
Human Immunodeficiency Virus 1 Capsid Inhibitor,,DrugBank
Rearranged during Transfection (RET) Inhibitors,,DrugBank
"Receptors, Calcitonin Gene-Related Peptide, antagonists & inhibitors",,DrugBank
CD19-Directed Genetically Modified Autologous T-cell Immunotherapies,,DrugBank
Immunologic Techniques,D007158,DrugBank
Investigative Techniques,D008919,DrugBank
"Receptors, Antigen, T-Cell",D011948,DrugBank
"Receptors, Artificial",D062165,DrugBank
"Receptors, Cytoplasmic and Nuclear",D018160,DrugBank
Algestone,D000523,DrugBank
Pinus,D028223,DrugBank
Treatments for Ebola Virus Disease,,DrugBank
HSP90 Heat-Shock Proteins,D018841,DrugBank
Nonsteroidal Mineralocorticoid-Receptor Antagonist,,DrugBank
Complement Factor B Inhibitor,,DrugBank
CD19-Directed Monoclonal Antibodies,,DrugBank
Ileal bile acid transport inhibitor,,DrugBank
Ileal Bile Acid Transporter Inhibitor,,DrugBank
"Anemia, Hemolytic, Congenital, drug therapy",,DrugBank
Pyruvate Kinase Activator,,DrugBank
Ureohydrolases,D014512,DrugBank
Bispecific CD20-directed CD3 T Cell Engager,,DrugBank
Zaire Ebolavirus Glycoprotein-directed Antibody,,DrugBank
Colony Stimulating Factor-1 Receptor Blocker,,DrugBank
"Receptors, Glucagon, antagonists & inhibitors",,DrugBank
Interleukin-15,D019409,DrugBank
"Receptors, Interleukin-15",D053647,DrugBank
Tyrosine Kinase 2 Inhibitor,,DrugBank
Superoxides,D013481,DrugBank
"Vaccines, Acellular",D022282,DrugBank
"Vaccines, Subunit",D022223,DrugBank
Menin Inhibitor,,DrugBank
Respiratory syncytial virus (RSV) vaccines,D022261,DrugBank
"Amyloidosis, prevention & control",,DrugBank
Corticotropin-releasing Factor Type 1 Receptor Antagonist,,DrugBank
"Receptors, Corticotropin-Releasing Hormone, antagonists & inhibitors",,DrugBank
Chikungunya Fever,D065632,DrugBank
Extended-spectrum beta-lactamase inhibitors,,DrugBank
