umls_cui,name,meddra_type,source
C0857177,Arthritic pains,LLT,SIDER
C0008372,Cholestasis intrahepatic,LLT,SIDER
C0018816,Cardiac septal defect,LLT,SIDER
C0018818,Ventricular septal defect,LLT,SIDER
C0023212,Left ventricular failure,LLT,SIDER
C0026266,Mitral valve incompetence,LLT,SIDER
C0037052,Sick sinus syndrome,LLT,SIDER
C0038218,Status asthmaticus,LLT,SIDER
C0221155,Systolic hypertension,LLT,SIDER
C0235763,Psoriasis flare-up,LLT,SIDER
C0948369,Myocardial reinfarction,LLT,SIDER
C1610080,ANA increased,LLT,SIDER
C0007971,Cheilitis,LLT,SIDER
C0014335,Enteritis,LLT,SIDER
C0015469,Facial paralysis,LLT,SIDER
C0027080,Myoglobinuria,LLT,SIDER
C0034951,Refraction disorder,LLT,SIDER
C0039520,Tenosynovitis,LLT,SIDER
C0040485,Torticollis,LLT,SIDER
C0151824,Biliary colic,LLT,SIDER
C0158350,Tendinous contracture,LLT,SIDER
C0240291,Mg reduced,LLT,SIDER
C0242979,Muscle fatigue,LLT,SIDER
C0281913,Muscle swelling,LLT,SIDER
C0542476,Forgetfulness,LLT,SIDER
C0553692,Haemorrhagic stroke,LLT,SIDER
C0555120,White blood cells urine positive,LLT,SIDER
C0853034,Blood creatine phosphokinase increased,LLT,SIDER
C0948008,Ischaemic stroke,LLT,SIDER
C3267047,Immune-mediated necrotising myopathy,LLT,SIDER
C0002886,Anaemia macrocytic,LLT,SIDER
C0016579,Formication,LLT,SIDER
C0020510,Nodular regenerative hyperplasia,LLT,SIDER
C0024314,Lymphoproliferative disorder,LLT,SIDER
C0025202,Malignant melanoma,LLT,SIDER
C0030343,Panuveitis,LLT,SIDER
C0030781,Peliosis hepatis,LLT,SIDER
C0542035,Hypoplasia erythroid,LLT,SIDER
C0851140,Cervix carcinoma stage 0,LLT,SIDER
C1261473,Sarcoma,LLT,SIDER
C1333984,Hepatosplenic T-cell lymphoma,LLT,SIDER
C0003126,Anosmia,LLT,SIDER
C0003873,Rheumatoid arthritis,LLT,SIDER
C0015393,Congenital eye disorder,LLT,SIDER
C0015395,Eye burns,LLT,SIDER
C0235290,Taste bitter,LLT,SIDER
C0235761,Nasal septum perforation,LLT,SIDER
C0236053,Mucosal ulceration,LLT,SIDER
C0344357,Nocturnal dyspnoea,LLT,SIDER
C0542101,Nasal burning,LLT,SIDER
C0562057,Burning in throat,LLT,SIDER
C0858259,Nasal discomfort,LLT,SIDER
C0858600,Taste sweet,LLT,SIDER
C1112369,Paranasal sinus hypersecretion,LLT,SIDER
C0001175,Acquired immunodeficiency syndrome,LLT,SIDER
C0032529,Genetic polymorphism,LLT,SIDER
C0034194,Pyloric stenosis,LLT,SIDER
C0043167,Pertussis,LLT,SIDER
C0085393,Immunocompromised,LLT,SIDER
C0162119,Haemoglobin decreased,LLT,SIDER
C0750857,Alkaline phosphatase serum increased,LLT,SIDER
C0850569,Allergic rash,LLT,SIDER
C0860866,Potassium low,LLT,SIDER
C0860871,Sodium decreased,LLT,SIDER
C1112709,Unspecified non-gonococcal urethritis (NGU),LLT,SIDER
C1262006,Sinusitis bacterial,LLT,SIDER
C1262760,Drug-induced hepatitis,LLT,SIDER
C2363980,Cross resistance,LLT,SIDER
C0239113,Coombs test positive,LLT,SIDER
C0262662,Ventricular bigeminy,LLT,SIDER
C0013363,Dysautonomia,LLT,SIDER
C0020701,Hysteria,LLT,SIDER
C0151810,Lack of drug effect,LLT,SIDER
C0151818,Opisthotonus,LLT,SIDER
C0151934,Hypogeusia,LLT,SIDER
C0231365,Urination impaired,LLT,SIDER
C0235439,Ankle edema,LLT,SIDER
C0259768,Wound dehiscence,LLT,SIDER
C0392674,Exhaustion,LLT,SIDER
C0426390,Bladder spasm,LLT,SIDER
C1321898,Blood in stool,LLT,SIDER
C0030807,Pemphigus,LLT,SIDER
C0398370,Lipoedema,LLT,SIDER
C0541923,Lip oedema,LLT,SIDER
C0852126,Upper respiratory tract signs and symptoms,,SIDER
C0948050,Small bowel angioedema,LLT,SIDER
C0019151,Hepatic encephalopathy,LLT,SIDER
C0020599,Hypocalciuria,LLT,SIDER
C0947897,Potassium imbalance,,SIDER
C0025637,Methaemoglobinaemia,LLT,SIDER
C0877717,Burning mouth,LLT,SIDER
C0018824,Cardiac valve disease,LLT,SIDER
C0149526,Allergic urticaria,LLT,SIDER
C0018843,Heat stroke,LLT,SIDER
C0233763,"Hallucination, visual",LLT,SIDER
C0587054,Numbness in fingers,LLT,SIDER
C0240211,Lip swelling,LLT,SIDER
C0155626,Acute myocardial infarction,LLT,SIDER
C0007194,Hypertrophic cardiomyopathy,LLT,SIDER
C0015407,Eye infection viral,LLT,SIDER
C0024032,Birth weight low,LLT,SIDER
C0026846,Muscle atrophy,LLT,SIDER
C0027543,Necrosis ischaemic,LLT,SIDER
C0035344,Retinopathy of prematurity,LLT,SIDER
C0041296,Tuberculosis,LLT,SIDER
C0161479,Nerve injury,LLT,SIDER
C0239295,Oesophageal candidiasis,LLT,SIDER
C0410198,Proximal myopathy,LLT,SIDER
C0423273,Scleral thinning,LLT,SIDER
C0856808,Polymorphonuclear leukocytosis,LLT,SIDER
C0858617,Posterior subcapsular cataract,LLT,SIDER
C0003079,Pupils unequal,LLT,SIDER
C0004095,Asthenopia,LLT,SIDER
C0009759,Conjunctival disorder,LLT,SIDER
C0014236,Endophthalmitis,LLT,SIDER
C0040156,Thyrotoxicosis,LLT,SIDER
C0235901,Lacrimation abnormal NOS,LLT,SIDER
C0242461,Purpura non-thrombocytopenic,LLT,SIDER
C0264714,Cardiac failure acute,LLT,SIDER
C0497201,Abnormal sensation in eye,LLT,SIDER
C0859996,Corneal sensitivity decreased,LLT,SIDER
C0860645,Bizarre dreams,LLT,SIDER
C1305875,Fibroadenosis of breast,LLT,SIDER
C0151463,Breast abscess,LLT,SIDER
C0155365,Vitreous disorder,LLT,SIDER
C0232693,Borborygmi,LLT,SIDER
C0151544,Gastrointestinal carcinoma,LLT,SIDER
C0151919,Bladder stenosis,LLT,SIDER
C0162316,Iron deficiency anaemia,LLT,SIDER
C0558148,Yellow skin,LLT,SIDER
C0699893,Skin carcinoma,LLT,SIDER
C2242708,Hypertransaminasaemia,LLT,SIDER
C0948733,Abdominal spasm,LLT,SIDER
C2242737,Anorectal discomfort,LLT,SIDER
C0011644,Scleroderma,LLT,SIDER
C0152169,Renal colic,LLT,SIDER
C0235296,Epigastric pain not food-related,LLT,SIDER
C0235492,Raynaud-like disorder,LLT,SIDER
C0235522,Vein disorder,LLT,SIDER
C0235560,Respiratory tract haemorrhage,LLT,SIDER
C0235822,Overdose effect,LLT,SIDER
C0239375,Numbness of limbs,LLT,SIDER
C0268104,Purine metabolism disorder,LLT,SIDER
C0813230,Serum triglycerides increased,LLT,SIDER
C2939062,Respiratory tract oedema,LLT,SIDER
C0235462,Anginal attack,LLT,SIDER
C3160766,Supine hypotension,LLT,SIDER
C0009766,Conjunctivitis allergic,LLT,SIDER
C0020302,Developmental glaucoma,LLT,SIDER
C0022073,Iridocyclitis,LLT,SIDER
C0035854,Rosacea,LLT,SIDER
C0042165,Anterior uveitis,LLT,SIDER
C0042907,Vitreous detachment,LLT,SIDER
C0221384,Follicular conjunctivitis,LLT,SIDER
C0234655,Burning sensation in eye,LLT,SIDER
C0235218,Skin warm,LLT,SIDER
C0235267,Eye redness,LLT,SIDER
C0849918,Eyelids pruritus,LLT,SIDER
C0857807,Accidental ingestion,LLT,SIDER
C0863079,Ocular stinging,LLT,SIDER
C0863084,Skin discomfort,LLT,SIDER
C0948288,Conjunctival discharge,LLT,SIDER
C1736167,Systemic allergic reaction,LLT,SIDER
C0233459,Emotional disorder,LLT,SIDER
C0233795,Anterograde amnesia,LLT,SIDER
C0595883,Blood glucose decreased,LLT,SIDER
C0750394,White blood cell count decreased,LLT,SIDER
C0877609,Alertness decreased,LLT,SIDER
C0001206,Acromegaly,LLT,SIDER
C0007815,Cerebrospinal fluid rhinorrhea,LLT,SIDER
C0011860,Type 2 diabetes mellitus,LLT,SIDER
C0014714,Ergot poisoning,LLT,SIDER
C0014804,Erythromelalgia,LLT,SIDER
C0021122,Impulse-control disorder,LLT,SIDER
C0030567,Parkinson's disease,LLT,SIDER
C0030569,Secondary parkinsonism,LLT,SIDER
C0031048,Pericarditis constrictive,LLT,SIDER
C0035357,Retroperitoneal fibrosis,LLT,SIDER
C0085616,Vasospasm,LLT,SIDER
C0237938,Gastrointestinal ulcer,LLT,SIDER
C0239513,Pallor facial,LLT,SIDER
C0264545,Pleural thickening,LLT,SIDER
C0338575,Superior sagittal sinus thrombosis,LLT,SIDER
C0424741,Cold feet,LLT,SIDER
C0521158,Neoplasm recurrence,LLT,SIDER
C0596170,Binge eating,LLT,SIDER
C0694563,Excessive daytime sleepiness,LLT,SIDER
C0919582,Sudden onset of sleep,LLT,SIDER
C0948281,Malignant syndrome NOS,LLT,SIDER
C2720436,Pleural fibrosis,LLT,SIDER
C0001622,Hyperadrenocorticism,LLT,SIDER
C0233401,Psychiatric symptom,LLT,SIDER
C0003462,Anus disorder,LLT,SIDER
C0008728,Allergic granulomatous angiitis,LLT,SIDER
C0010481,Cushing's syndrome,LLT,SIDER
C0031345,Pharyngeal disorder,LLT,SIDER
C0151632,Red blood cell sedimentation rate increased,LLT,SIDER
C0232410,Hair growth increased,LLT,SIDER
C0235592,Lymphadenopathy cervical,LLT,SIDER
C0276680,Candida albicans infection,LLT,SIDER
C0332601,Cushingoid,LLT,SIDER
C0341212,Gastrointestinal fistula,LLT,SIDER
C0742906,C-reactive protein increased,LLT,SIDER
C0849907,Ear pruritus,LLT,SIDER
C0851444,Allergic conditions,,SIDER
C0852792,Blood cortisol decreased,LLT,SIDER
C0852922,Crohns disease aggravated,LLT,SIDER
C0919659,Oropharyngeal candidiasis,LLT,SIDER
C0005398,Cholestasis extrahepatic,LLT,SIDER
C0033038,Premature ejaculation,LLT,SIDER
C0240521,Nipple tenderness,LLT,SIDER
C0476327,Serum amylase increased,LLT,SIDER
C0863147,Glucose urine increased,LLT,SIDER
C0221069,Anterior spinal artery syndrome,LLT,SIDER
C0221780,Rectal discharge,LLT,SIDER
C0235248,Vasoconstriction peripheral,LLT,SIDER
C0237326,Dyschezia,LLT,SIDER
C0262593,Peripheral nerve injury,LLT,SIDER
C0270629,Extradural abscess,LLT,SIDER
C0343263,Chondrolysis,LLT,SIDER
C0426747,Anal haemorrhage,LLT,SIDER
C0456677,Total spinal block,LLT,SIDER
C0520559,Numbness of tongue,LLT,SIDER
C0746961,Oxygen saturation decreased,LLT,SIDER
C0854679,Needle injury,LLT,SIDER
C0948824,Haemorrhagic anaemia,LLT,SIDER
C1262109,Procedural hypotension,LLT,SIDER
C1328332,Procedural hypertension,LLT,SIDER
C1619712,Procedural pain,LLT,SIDER
C1698400,Incision site oedema,LLT,SIDER
C1737224,Post procedural swelling,LLT,SIDER
C1868752,Procedural nausea,LLT,SIDER
C2939427,Hypoesthesia tongue,LLT,SIDER
C0013221,Drug toxicity,LLT,SIDER
C0019937,Horner's syndrome,LLT,SIDER
C0030201,Postoperative pain,LLT,SIDER
C0235863,Delayed delivery,LLT,SIDER
C0269596,Haemorrhage in pregnancy,LLT,SIDER
C0549389,Wound discharge increased,LLT,SIDER
C0549418,Urine flow decreased,LLT,SIDER
C0015644,Fasciculation,LLT,SIDER
C0043012,Wakefulness,LLT,SIDER
C0235195,Sedation,LLT,SIDER
C0264907,Wenckebach phenomenon,LLT,SIDER
C0549336,Asthma aggravated,LLT,SIDER
C0728936,Unspecified circulatory system disorder,LLT,SIDER
C0852192,Asthenic conditions,,SIDER
C0947858,Anaphylactic responses,,SIDER
C0003564,Aphonia,LLT,SIDER
C0008909,Claustrophobia,LLT,SIDER
C0009269,Cold intolerance,LLT,SIDER
C0012746,Dissociative disorder,LLT,SIDER
C0022104,Irritable bowel syndrome,LLT,SIDER
C0151564,Cogwheel rigidity,LLT,SIDER
C0234047,Ejaculation delayed,LLT,SIDER
C0235287,Dysosmia,LLT,SIDER
C0241426,Burning tongue,LLT,SIDER
C0242172,Pelvic inflammatory disease,LLT,SIDER
C0423823,Nail thinning,LLT,SIDER
C0424091,Decreased interest,LLT,SIDER
C0541882,Difficulty thinking,LLT,SIDER
C2937228,Tunnel vision,LLT,SIDER
C0001403,Addison's disease,LLT,SIDER
C0003028,Anhidrosis,LLT,SIDER
C0010828,Cytopenia,LLT,SIDER
C0014867,Varices oesophageal,LLT,SIDER
C0020619,Hypogonadism,LLT,SIDER
C0023474,Chronic phase chronic myeloid leukemia,LLT,SIDER
C0034012,Delayed puberty,LLT,SIDER
C0034088,Pulmonary valve incompetence,LLT,SIDER
C0085594,Fever chills,LLT,SIDER
C0085669,Acute leukaemia,LLT,SIDER
C0221264,Cheilosis,LLT,SIDER
C0221436,Melanoderma,LLT,SIDER
C0235520,Femoral artery thrombosis,LLT,SIDER
C0240035,Lung fibrosis interstitial,LLT,SIDER
C0264523,Pulmonary ossification,LLT,SIDER
C0333582,Dystrophic calcification,LLT,SIDER
C0334044,Dysplasia,LLT,SIDER
C0338908,Anxiety depression,LLT,SIDER
C0349410,Organ failure,LLT,SIDER
C0376545,Haematological malignancy,LLT,SIDER
C0541887,Discomfort rectal,LLT,SIDER
C0549567,Pigmentation disorder,LLT,SIDER
C0553980,Endocardial fibrosis,LLT,SIDER
C0850149,Dry cough,LLT,SIDER
C0856825,Acute graft versus host disease,LLT,SIDER
C0867389,Chronic graft versus host disease,LLT,SIDER
C0877635,Cytomegalovirus viraemia,LLT,SIDER
C0948484,Anal discomfort,LLT,SIDER
C0948643,Hyperuricosuria,LLT,SIDER
C1096274,Corneal thinning,LLT,SIDER
C2717961,Thrombotic microangiopathy,LLT,SIDER
C0026836,Muscle relaxation,LLT,SIDER
C0151730,Drug effect increased,LLT,SIDER
C0235131,Floating feeling,LLT,SIDER
C0240564,Nasal pain,LLT,SIDER
C0392167,Drug effect prolonged,LLT,SIDER
C0018979,Hemianopia,LLT,SIDER
C0042063,Congenital genitourinary abnormality,LLT,SIDER
C0015544,Failure to thrive,LLT,SIDER
C0150077,Skin breakdown,LLT,SIDER
C0520459,Necrotizing enterocolitis,LLT,SIDER
C0520872,Stroke volume increased,LLT,SIDER
C0553702,Ca++ increased,LLT,SIDER
C0595879,Sodium high,LLT,SIDER
C1096460,Infusion site phlebitis,LLT,SIDER
C1112470,Infusion site inflammation,LLT,SIDER
C1167965,Urine output increased,LLT,SIDER
C1295666,Thyroxine decreased,LLT,SIDER
C1527348,Brain hypoxia,LLT,SIDER
C0004331,Atrioventricular dissociation,LLT,SIDER
C0028949,Oligomenorrhoea,LLT,SIDER
C0235893,Allergy aggravated,LLT,SIDER
C0332573,Macule,LLT,SIDER
C0700053,Idiopathic hypertrophic subaortic stenosis,LLT,SIDER
C0740481,Hypotension asymptomatic,LLT,SIDER
C0854082,Blood prolactin increased,LLT,SIDER
C0858814,Hepatitis symptom,LLT,SIDER
C0019159,Hepatitis A,LLT,SIDER
C0024137,Cutaneous lupus erythematosus,LLT,SIDER
C0027092,Myopia,LLT,SIDER
C0028173,NPN increased,LLT,SIDER
C0029877,Otitis,LLT,SIDER
C1142277,Brown urine,LLT,SIDER
C0235723,Reaction febrile,LLT,SIDER
C0078911,HIV associated nephropathy,LLT,SIDER
C0234936,Application site oedema,LLT,SIDER
C0234943,Application site anaesthesia,LLT,SIDER
C0332687,Burns second degree,LLT,SIDER
C0858794,Application site warmth,LLT,SIDER
C0877095,Application site haematoma,LLT,SIDER
C0877096,Application site paraesthesia,LLT,SIDER
C0877097,Application site vesicles,LLT,SIDER
C0877098,Application site dryness,LLT,SIDER
C0877126,Application site inflammation,LLT,SIDER
C0877127,Application site papules,LLT,SIDER
C0877661,Application site burn,LLT,SIDER
C0919600,Application site hyperaesthesia,LLT,SIDER
C0919603,Application site urticaria,LLT,SIDER
C1096001,Application site swelling,LLT,SIDER
C1142498,Application site excoriation,LLT,SIDER
C1610049,Application site exfoliation,LLT,SIDER
C0001883,Airway obstruction NOS,LLT,SIDER
C0009917,Muscle contracture,LLT,SIDER
C0013274,Patent ductus arteriosus,LLT,SIDER
C0015934,Microsomia,LLT,SIDER
C0020545,Renovascular hypertension,LLT,SIDER
C0030805,Pemphigoid,LLT,SIDER
C0079924,Oligohydramnios,LLT,SIDER
C0332691,Scald,LLT,SIDER
C0553704,Serum potassium increased,LLT,SIDER
C0857122,Hyponatraemic,LLT,SIDER
C0857172,Persistent dry cough,LLT,SIDER
C0860433,Irreversible renal failure,LLT,SIDER
C1390484,Skull hypoplasia,LLT,SIDER
C2712122,Blood pressure normal,LLT,SIDER
C0001396,Adams-Stokes syndrome,LLT,SIDER
C0003834,Arterial insufficiency,LLT,SIDER
C0005944,Bone metabolism disorder,LLT,SIDER
C0014431,Enzyme induction,LLT,SIDER
C0016412,Folate deficiency,LLT,SIDER
C0024031,Low back pain,LLT,SIDER
C0027822,Neurodermatitis,LLT,SIDER
C0028850,Eye movement disorder,LLT,SIDER
C0029453,Osteopenia,LLT,SIDER
C0034634,Rage,LLT,SIDER
C0085583,Choreoathetosis,LLT,SIDER
C0086438,Hypogammaglobulinaemia,LLT,SIDER
C0152115,Orofacial dyskinesia,LLT,SIDER
C0156312,Testicular atrophy,LLT,SIDER
C0162275,Ketonuria,LLT,SIDER
C0162532,Variegate porphyria,LLT,SIDER
C0162533,Porphyria hepatic,LLT,SIDER
C0162565,Porphyria acute,LLT,SIDER
C0263540,Onychomadesis,LLT,SIDER
C0341742,Acute retention of urine,LLT,SIDER
C0476414,Thyroid function test abnormal,LLT,SIDER
C0520933,Spermatogenesis abnormal,LLT,SIDER
C0542052,Coronary artery insufficiency,LLT,SIDER
C0549376,Plasma osmolality decreased,LLT,SIDER
C0595930,Blood cholesterol increased,LLT,SIDER
C0740411,Delayed gastric emptying,LLT,SIDER
C0853019,Blood thyroid stimulating hormone increased,LLT,SIDER
C0853026,Porphyria non-acute,LLT,SIDER
C0853084,High density lipoprotein increased,LLT,SIDER
C0853692,Blood triglycerides increased,LLT,SIDER
C0853711,Sperm count decreased,LLT,SIDER
C0853755,Blood osmolarity decreased,LLT,SIDER
C0854530,Human herpesvirus 6 infection,LLT,SIDER
C0856171,Coronary artery disease aggravated,LLT,SIDER
C0858093,Plasma calcium decreased,LLT,SIDER
C0858589,Coordination disturbance,LLT,SIDER
C0860210,Granulomatous liver disease,LLT,SIDER
C0877225,Bone density decreased,LLT,SIDER
C1096272,Vanishing bile duct syndrome,LLT,SIDER
C1262535,Jaundice hepatocellular,LLT,SIDER
C1274594,Lichenoid keratosis,LLT,SIDER
C1291078,Epigastric discomfort,LLT,SIDER
C1760428,Suicidal behaviour,LLT,SIDER
C0037011,Shoulder pain,LLT,SIDER
C0221745,Depression suicidal,LLT,SIDER
C0541831,Choreiform,LLT,SIDER
C0022893,Labyrinthitis,LLT,SIDER
C0006105,Brain abscess,LLT,SIDER
C0006118,Brain neoplasm,LLT,SIDER
C0014549,Grand mal convulsion,LLT,SIDER
C0023182,Cerebrospinal fluid leakage,LLT,SIDER
C0035317,Retinal haemorrhage,LLT,SIDER
C0043250,Wound,LLT,SIDER
C0085437,Meningitis bacterial,LLT,SIDER
C0085622,Monoplegia,LLT,SIDER
C0151885,Reaction aggravation,LLT,SIDER
C0265783,Pulmonary hypoplasia,LLT,SIDER
C0334579,Anaplastic astrocytoma,LLT,SIDER
C0393444,Meningitis chemical,LLT,SIDER
C0521503,Injection site burning,LLT,SIDER
C0542007,Cerebral haematoma,LLT,SIDER
C1504431,Idiopathic pneumonia syndrome,LLT,SIDER
C0861157,Decreased night vision,LLT,SIDER
C0031099,Periodontitis,LLT,SIDER
C0035067,Renal artery stenosis,LLT,SIDER
C0151599,Drug level increased,LLT,SIDER
C0151718,Hypocholesterolaemia,LLT,SIDER
C0235467,Angina pectoris aggravated,LLT,SIDER
C0235876,Depression aggravated,LLT,SIDER
C0267821,Hepatic congestion,LLT,SIDER
C0349782,Ischaemic cardiomyopathy,LLT,SIDER
C0424740,Cold hands,LLT,SIDER
C0521160,Rash psoriaform,LLT,SIDER
C0553732,Prothrombin level decreased,LLT,SIDER
C0581164,Digoxin level increased,LLT,SIDER
C0700200,Presyncope,LLT,SIDER
C0851638,Heart failure signs and symptoms,,SIDER
C0857256,Unwell,LLT,SIDER
C0221742,Serum sickness-like reaction,LLT,SIDER
C0853986,Lymphocyte count decreased,LLT,SIDER
C0856882,Potassium increased,LLT,SIDER
C0857448,Serum urea increased,LLT,SIDER
C0860864,Albumin low,LLT,SIDER
C0860967,Calcium low,LLT,SIDER
C0033778,Pruritus vulvae,LLT,SIDER
C0344375,Stomach cramps,LLT,SIDER
C0948807,Hepatic impairment,LLT,SIDER
C0155862,Pneumonia streptococcal,LLT,SIDER
C0231170,Disability,LLT,SIDER
C0234428,Consciousness abnormal,LLT,SIDER
C0348801,"Pneumonia due to Streptococcus, group b",LLT,SIDER
C0751523,Nonconvulsive status epilepticus,LLT,SIDER
C0920102,Phosphorus low,LLT,SIDER
C1112209,Abdominal infection,LLT,SIDER
C0554309,Azotemia prerenal,LLT,SIDER
C0011974,Dermatitis diaper,LLT,SIDER
C0149512,Acute sinusitis,LLT,SIDER
C0541900,Disulfiram like reaction,LLT,SIDER
C0854268,Foetal damage,LLT,SIDER
C1112626,Allergic exanthema,LLT,SIDER
C0085702,Monocytosis,LLT,SIDER
C0221752,Blood urine,LLT,SIDER
C0580413,Prothrombin time shortened,LLT,SIDER
C0702266,Basophilia,LLT,SIDER
C0860209,Gallbladder sludge,LLT,SIDER
C0014718,Intertrigo candida,LLT,SIDER
C0149514,Acute bronchitis,LLT,SIDER
C0239150,Creatinine low,LLT,SIDER
C0343495,Lockjaw,LLT,SIDER
C0549343,Neck tightness,LLT,SIDER
C0581879,Felt faint,LLT,SIDER
C0001430,Adenoma benign,LLT,SIDER
C0003504,Aortic valve incompetence,LLT,SIDER
C0004659,Bacteriuria,LLT,SIDER
C0010054,Arteriosclerosis coronary artery,LLT,SIDER
C0012817,Diverticulum,LLT,SIDER
C0013240,Alveolar osteitis,LLT,SIDER
C0014733,Erysipelas,LLT,SIDER
C0014860,Oesophageal perforation,LLT,SIDER
C0023798,Lipoma,LLT,SIDER
C0027721,Lipoid nephrosis,LLT,SIDER
C0039103,Synovitis,LLT,SIDER
C0079487,Helicobacter infection,LLT,SIDER
C0085679,Hyperchloraemia,LLT,SIDER
C0149778,Soft tissue infection,LLT,SIDER
C0155503,Vertigo CNS origin,LLT,SIDER
C0178415,Prostatic specific antigen increased,LLT,SIDER
C0235416,Blood uric acid increased,LLT,SIDER
C0235750,Hypertension worsened,LLT,SIDER
C0240671,Activated partial thromboplastin time prolonged,LLT,SIDER
C0241669,Venous occlusion,LLT,SIDER
C0272774,Foot fracture,LLT,SIDER
C0549448,Haemoglobin increased,LLT,SIDER
C0595878,Blood sodium increased,LLT,SIDER
C0740299,Blood culture positive,LLT,SIDER
C0744403,Gingival infection,LLT,SIDER
C0852914,Bacteriuria NOS present,LLT,SIDER
C0852977,Epilepsy aggravated,LLT,SIDER
C0853117,Blood testosterone decreased,LLT,SIDER
C0853760,Blood potassium increased,LLT,SIDER
C0856880,Urea increased,LLT,SIDER
C0949059,Large intestine polyp,LLT,SIDER
C1704272,Benign prostatic hyperplasia,LLT,SIDER
C3489393,Hiatus hernia,LLT,SIDER
C0034734,Raynaud's disease,LLT,SIDER
C0011633,Dermatomyositis,LLT,SIDER
C0029089,Ophthalmoplegia,LLT,SIDER
C0032533,Polymyalgia rheumatica,LLT,SIDER
C0427055,Facial paresis,LLT,SIDER
C0520463,Hepatitis chronic active,LLT,SIDER
C1142028,Peripheral nerve palsy,LLT,SIDER
C2239176,Hepatocellular carcinoma,LLT,SIDER
C0017658,Glomerulonephritis,LLT,SIDER
C0026975,Myelitis,LLT,SIDER
C0041747,Unintended pregnancy,LLT,SIDER
C0235353,Tooth caries aggravated NOS,LLT,SIDER
C1262064,Oculogyration,LLT,SIDER
C1322281,Rhinitis seasonal,LLT,SIDER
C0026650,Movement disorder,LLT,SIDER
C0003615,Appendicitis,LLT,SIDER
C0007137,Squamous cell carcinoma,LLT,SIDER
C0010043,Ulcerative keratitis,LLT,SIDER
C0013298,Duodenitis,LLT,SIDER
C0017677,Tongue geographic,LLT,SIDER
C0020569,Salivary gland enlargement,LLT,SIDER
C0020903,Illusion,LLT,SIDER
C0026769,Multiple sclerosis,LLT,SIDER
C0030578,Paronychia,LLT,SIDER
C0035309,Retinal disorder,LLT,SIDER
C0037023,Sialoadenitis,LLT,SIDER
C0040213,Costochondritis,LLT,SIDER
C0040261,Onychomycosis,LLT,SIDER
C0042721,Hepatitis viral,LLT,SIDER
C0043037,Common wart,LLT,SIDER
C0080276,Urogenital disorder,LLT,SIDER
C0085635,Photopsia,LLT,SIDER
C0149756,Plantar fasciitis,LLT,SIDER
C0151854,Abnormal platelets,LLT,SIDER
C0162848,Eruption lichenoid,LLT,SIDER
C0221392,Vaginitis atrophic,LLT,SIDER
C0232286,Precordial pain,LLT,SIDER
C0235338,Salivary gland pain,LLT,SIDER
C0235762,Rheumatoid arthritis aggravated,LLT,SIDER
C0235847,Hyperhemoglobinemia,LLT,SIDER
C0235939,Crying abnormal,LLT,SIDER
C0235972,Retinal deposits,LLT,SIDER
C0236023,Periodontal destruction,LLT,SIDER
C0267988,Hyperproteinaemia,LLT,SIDER
C0274702,Cholinergic syndrome,LLT,SIDER
C0278008,Change of bowel habit,LLT,SIDER
C0410480,Avascular necrosis femoral head,LLT,SIDER
C0520888,Electrocardiogram T wave inversion,LLT,SIDER
C0549391,Bladder discomfort,LLT,SIDER
C0549405,Blood pressure fluctuation,LLT,SIDER
C0549433,Surgical intervention,LLT,SIDER
C0701821,Onychia,LLT,SIDER
C0750876,Phlebitis superficial,LLT,SIDER
C0034011,Puberty,LLT,SIDER
C0032541,Polyneuritis,LLT,SIDER
C0155550,Neural hearing loss,LLT,SIDER
C0235272,Retinal damage,LLT,SIDER
C0241442,Protrusion tongue,LLT,SIDER
C0730362,Maculopathy,LLT,SIDER
C0004044,Asphyxia,LLT,SIDER
C0013132,Drooling,LLT,SIDER
C0014553,Petit mal epilepsy,LLT,SIDER
C0151865,Pregnancy test false positive,LLT,SIDER
C0221152,Obstipation,LLT,SIDER
C0231688,Gait shuffling,LLT,SIDER
